campaign,pair_id,workload,seed,handle_mode,first_operation_id,repetition_id,paired_target_strategy,first_strategy,second_strategy,baseline_schedule_position,target_schedule_position,baseline_request_id,target_request_id,same_warm_session,same_run_config,same_manifest,same_image,baseline_first_query_us,target_first_query_us,baseline_open_us,target_open_us,baseline_deliver_us,target_deliver_us
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r7-2f_slru,native_ycsb_c_read_zipf,1,standalone,0,7,2f_slru,baseline,2f_slru,143,144,native_ycsb_c_read_zipf-s1-f0-standalone-r7-2f_slru:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r7-2f_slru:2f_slru,true,true,true,true,279.623,13.796,3436.219,178.643,0.13,102874.622
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2d,native_ycsb_c_read_zipf,1,standalone,0,8,2d,baseline,2d,145,146,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2d:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2d:2d,true,true,true,true,300.422,73.417,3415.9,249.836,0.15,475.889
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r8-layers_5,native_ycsb_c_read_zipf,1,standalone,0,8,layers_5,baseline,layers_5,147,148,native_ycsb_c_read_zipf-s1-f0-standalone-r8-layers_5:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r8-layers_5:layers_5,true,true,true,true,300.18,227.435,3431.509,366.664,0.161,36.579
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2e_K10,native_ycsb_c_read_zipf,1,standalone,0,8,2e_K10,2e_K10,baseline,150,149,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2e_K10:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2e_K10:2e_K10,true,true,true,true,743.779,74.629,643.062,2170.204,0.14,426.887
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2f_slru,native_ycsb_c_read_zipf,1,standalone,0,8,2f_slru,baseline,2f_slru,151,152,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2f_slru:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r8-2f_slru:2f_slru,true,true,true,true,273.431,13.906,3492.172,181.659,0.15,103619.54
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2d,native_ycsb_c_read_zipf,1,standalone,0,9,2d,baseline,2d,153,154,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2d:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2d:2d,true,true,true,true,155.791,228.918,3355.006,401.88,0.121,475.318
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r9-layers_5,native_ycsb_c_read_zipf,1,standalone,0,9,layers_5,baseline,layers_5,155,156,native_ycsb_c_read_zipf-s1-f0-standalone-r9-layers_5:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r9-layers_5:layers_5,true,true,true,true,291.655,171.05,3355.246,363.289,0.13,37.38
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2e_K10,native_ycsb_c_read_zipf,1,standalone,0,9,2e_K10,baseline,2e_K10,157,158,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2e_K10:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2e_K10:2e_K10,true,true,true,true,303.026,233.656,424.763,401.299,0.14,513.63
primary,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2f_slru,native_ycsb_c_read_zipf,1,standalone,0,9,2f_slru,2f_slru,baseline,160,159,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2f_slru:baseline,native_ycsb_c_read_zipf-s1-f0-standalone-r9-2f_slru:2f_slru,true,true,true,true,291.294,13.876,429.201,182.701,0.12,103569.791
primary,native_ycsb_c_read_zipf-s2-f0-warm-r0-2d,native_ycsb_c_read_zipf,2,warm,0,0,2d,baseline,2d,161,162,native_ycsb_c_read_zipf-s2-f0-warm-r0-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r0-2d:2d,true,true,true,true,3258.435,313.957,0.0,0.0,0.13,474.436
primary,native_ycsb_c_read_zipf-s2-f0-warm-r0-layers_5,native_ycsb_c_read_zipf,2,warm,0,0,layers_5,baseline,layers_5,163,164,native_ycsb_c_read_zipf-s2-f0-warm-r0-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r0-layers_5:layers_5,true,true,true,true,3424.195,272.078,0.0,0.0,0.13,36.268
primary,native_ycsb_c_read_zipf-s2-f0-warm-r0-2e_K10,native_ycsb_c_read_zipf,2,warm,0,0,2e_K10,2e_K10,baseline,166,165,native_ycsb_c_read_zipf-s2-f0-warm-r0-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r0-2e_K10:2e_K10,true,true,true,true,375.392,2266.894,0.0,0.0,0.15,431.736
primary,native_ycsb_c_read_zipf-s2-f0-warm-r0-2f_slru,native_ycsb_c_read_zipf,2,warm,0,0,2f_slru,2f_slru,baseline,168,167,native_ycsb_c_read_zipf-s2-f0-warm-r0-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r0-2f_slru:2f_slru,true,true,true,true,406.98,37.099,0.0,0.0,0.12,103056.64
primary,native_ycsb_c_read_zipf-s2-f0-warm-r1-2d,native_ycsb_c_read_zipf,2,warm,0,1,2d,2d,baseline,170,169,native_ycsb_c_read_zipf-s2-f0-warm-r1-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r1-2d:2d,true,true,true,true,395.969,2273.726,0.0,0.0,0.171,396.0
primary,native_ycsb_c_read_zipf-s2-f0-warm-r1-layers_5,native_ycsb_c_read_zipf,2,warm,0,1,layers_5,layers_5,baseline,172,171,native_ycsb_c_read_zipf-s2-f0-warm-r1-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r1-layers_5:layers_5,true,true,true,true,313.866,2583.474,0.0,0.0,0.15,37.029
primary,native_ycsb_c_read_zipf-s2-f0-warm-r1-2e_K10,native_ycsb_c_read_zipf,2,warm,0,1,2e_K10,baseline,2e_K10,173,174,native_ycsb_c_read_zipf-s2-f0-warm-r1-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r1-2e_K10:2e_K10,true,true,true,true,3436.377,305.881,0.0,0.0,0.26,530.18
primary,native_ycsb_c_read_zipf-s2-f0-warm-r1-2f_slru,native_ycsb_c_read_zipf,2,warm,0,1,2f_slru,2f_slru,baseline,176,175,native_ycsb_c_read_zipf-s2-f0-warm-r1-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r1-2f_slru:2f_slru,true,true,true,true,397.322,38.792,0.0,0.0,0.16,103481.899
primary,native_ycsb_c_read_zipf-s2-f0-warm-r2-2d,native_ycsb_c_read_zipf,2,warm,0,2,2d,2d,baseline,178,177,native_ycsb_c_read_zipf-s2-f0-warm-r2-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r2-2d:2d,true,true,true,true,403.424,2111.553,0.0,0.0,0.13,388.565
primary,native_ycsb_c_read_zipf-s2-f0-warm-r2-layers_5,native_ycsb_c_read_zipf,2,warm,0,2,layers_5,baseline,layers_5,179,180,native_ycsb_c_read_zipf-s2-f0-warm-r2-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r2-layers_5:layers_5,true,true,true,true,3446.305,272.459,0.0,0.0,0.13,35.827
primary,native_ycsb_c_read_zipf-s2-f0-warm-r2-2e_K10,native_ycsb_c_read_zipf,2,warm,0,2,2e_K10,2e_K10,baseline,182,181,native_ycsb_c_read_zipf-s2-f0-warm-r2-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r2-2e_K10:2e_K10,true,true,true,true,386.542,2309.713,0.0,0.0,0.12,429.983
primary,native_ycsb_c_read_zipf-s2-f0-warm-r2-2f_slru,native_ycsb_c_read_zipf,2,warm,0,2,2f_slru,baseline,2f_slru,183,184,native_ycsb_c_read_zipf-s2-f0-warm-r2-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r2-2f_slru:2f_slru,true,true,true,true,401.159,38.242,0.0,0.0,0.13,103111.274
primary,native_ycsb_c_read_zipf-s2-f0-warm-r3-2d,native_ycsb_c_read_zipf,2,warm,0,3,2d,2d,baseline,186,185,native_ycsb_c_read_zipf-s2-f0-warm-r3-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r3-2d:2d,true,true,true,true,426.055,2099.38,0.0,0.0,0.16,389.427
primary,native_ycsb_c_read_zipf-s2-f0-warm-r3-layers_5,native_ycsb_c_read_zipf,2,warm,0,3,layers_5,layers_5,baseline,188,187,native_ycsb_c_read_zipf-s2-f0-warm-r3-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r3-layers_5:layers_5,true,true,true,true,858.422,2685.374,0.0,0.0,0.131,36.838
primary,native_ycsb_c_read_zipf-s2-f0-warm-r3-2e_K10,native_ycsb_c_read_zipf,2,warm,0,3,2e_K10,baseline,2e_K10,189,190,native_ycsb_c_read_zipf-s2-f0-warm-r3-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r3-2e_K10:2e_K10,true,true,true,true,3419.304,149.73,0.0,0.0,0.131,518.058
primary,native_ycsb_c_read_zipf-s2-f0-warm-r3-2f_slru,native_ycsb_c_read_zipf,2,warm,0,3,2f_slru,2f_slru,baseline,192,191,native_ycsb_c_read_zipf-s2-f0-warm-r3-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r3-2f_slru:2f_slru,true,true,true,true,405.367,39.544,0.0,0.0,0.12,103176.683
primary,native_ycsb_c_read_zipf-s2-f0-warm-r4-2d,native_ycsb_c_read_zipf,2,warm,0,4,2d,baseline,2d,193,194,native_ycsb_c_read_zipf-s2-f0-warm-r4-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r4-2d:2d,true,true,true,true,3363.78,312.263,0.0,0.0,0.131,461.09
primary,native_ycsb_c_read_zipf-s2-f0-warm-r4-layers_5,native_ycsb_c_read_zipf,2,warm,0,4,layers_5,layers_5,baseline,196,195,native_ycsb_c_read_zipf-s2-f0-warm-r4-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r4-layers_5:layers_5,true,true,true,true,313.074,2520.656,0.0,0.0,0.14,46.547
primary,native_ycsb_c_read_zipf-s2-f0-warm-r4-2e_K10,native_ycsb_c_read_zipf,2,warm,0,4,2e_K10,2e_K10,baseline,198,197,native_ycsb_c_read_zipf-s2-f0-warm-r4-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r4-2e_K10:2e_K10,true,true,true,true,383.847,2121.511,0.0,0.0,0.14,431.245
primary,native_ycsb_c_read_zipf-s2-f0-warm-r4-2f_slru,native_ycsb_c_read_zipf,2,warm,0,4,2f_slru,2f_slru,baseline,200,199,native_ycsb_c_read_zipf-s2-f0-warm-r4-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r4-2f_slru:2f_slru,true,true,true,true,407.571,43.962,0.0,0.0,0.151,104316.558
primary,native_ycsb_c_read_zipf-s2-f0-warm-r5-2d,native_ycsb_c_read_zipf,2,warm,0,5,2d,baseline,2d,201,202,native_ycsb_c_read_zipf-s2-f0-warm-r5-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r5-2d:2d,true,true,true,true,3407.031,310.45,0.0,0.0,0.13,467.292
primary,native_ycsb_c_read_zipf-s2-f0-warm-r5-layers_5,native_ycsb_c_read_zipf,2,warm,0,5,layers_5,layers_5,baseline,204,203,native_ycsb_c_read_zipf-s2-f0-warm-r5-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r5-layers_5:layers_5,true,true,true,true,308.004,2530.374,0.0,0.0,0.13,36.338
primary,native_ycsb_c_read_zipf-s2-f0-warm-r5-2e_K10,native_ycsb_c_read_zipf,2,warm,0,5,2e_K10,2e_K10,baseline,206,205,native_ycsb_c_read_zipf-s2-f0-warm-r5-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r5-2e_K10:2e_K10,true,true,true,true,394.727,2213.142,0.0,0.0,0.141,427.578
primary,native_ycsb_c_read_zipf-s2-f0-warm-r5-2f_slru,native_ycsb_c_read_zipf,2,warm,0,5,2f_slru,baseline,2f_slru,207,208,native_ycsb_c_read_zipf-s2-f0-warm-r5-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r5-2f_slru:2f_slru,true,true,true,true,3336.599,41.317,0.0,0.0,0.131,103836.839
primary,native_ycsb_c_read_zipf-s2-f0-warm-r6-2d,native_ycsb_c_read_zipf,2,warm,0,6,2d,2d,baseline,210,209,native_ycsb_c_read_zipf-s2-f0-warm-r6-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r6-2d:2d,true,true,true,true,398.814,2323.317,0.0,0.0,0.14,397.953
primary,native_ycsb_c_read_zipf-s2-f0-warm-r6-layers_5,native_ycsb_c_read_zipf,2,warm,0,6,layers_5,layers_5,baseline,212,211,native_ycsb_c_read_zipf-s2-f0-warm-r6-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r6-layers_5:layers_5,true,true,true,true,304.138,167.182,0.0,0.0,0.151,32.921
primary,native_ycsb_c_read_zipf-s2-f0-warm-r6-2e_K10,native_ycsb_c_read_zipf,2,warm,0,6,2e_K10,baseline,2e_K10,213,214,native_ycsb_c_read_zipf-s2-f0-warm-r6-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r6-2e_K10:2e_K10,true,true,true,true,3254.285,307.644,0.0,0.0,0.141,515.553
primary,native_ycsb_c_read_zipf-s2-f0-warm-r6-2f_slru,native_ycsb_c_read_zipf,2,warm,0,6,2f_slru,2f_slru,baseline,216,215,native_ycsb_c_read_zipf-s2-f0-warm-r6-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r6-2f_slru:2f_slru,true,true,true,true,399.657,42.319,0.0,0.0,0.15,102496.845
primary,native_ycsb_c_read_zipf-s2-f0-warm-r7-2d,native_ycsb_c_read_zipf,2,warm,0,7,2d,2d,baseline,218,217,native_ycsb_c_read_zipf-s2-f0-warm-r7-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r7-2d:2d,true,true,true,true,394.818,2289.844,0.0,0.0,0.18,390.91
primary,native_ycsb_c_read_zipf-s2-f0-warm-r7-layers_5,native_ycsb_c_read_zipf,2,warm,0,7,layers_5,layers_5,baseline,220,219,native_ycsb_c_read_zipf-s2-f0-warm-r7-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r7-layers_5:layers_5,true,true,true,true,313.465,2453.18,0.0,0.0,0.141,36.147
primary,native_ycsb_c_read_zipf-s2-f0-warm-r7-2e_K10,native_ycsb_c_read_zipf,2,warm,0,7,2e_K10,2e_K10,baseline,222,221,native_ycsb_c_read_zipf-s2-f0-warm-r7-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r7-2e_K10:2e_K10,true,true,true,true,388.766,2304.271,0.0,0.0,0.131,435.463
primary,native_ycsb_c_read_zipf-s2-f0-warm-r7-2f_slru,native_ycsb_c_read_zipf,2,warm,0,7,2f_slru,2f_slru,baseline,224,223,native_ycsb_c_read_zipf-s2-f0-warm-r7-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r7-2f_slru:2f_slru,true,true,true,true,411.819,43.14,0.0,0.0,0.15,103420.406
primary,native_ycsb_c_read_zipf-s2-f0-warm-r8-2d,native_ycsb_c_read_zipf,2,warm,0,8,2d,baseline,2d,225,226,native_ycsb_c_read_zipf-s2-f0-warm-r8-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r8-2d:2d,true,true,true,true,3367.546,761.351,0.0,0.0,0.141,407.13
primary,native_ycsb_c_read_zipf-s2-f0-warm-r8-layers_5,native_ycsb_c_read_zipf,2,warm,0,8,layers_5,layers_5,baseline,228,227,native_ycsb_c_read_zipf-s2-f0-warm-r8-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r8-layers_5:layers_5,true,true,true,true,310.049,2520.334,0.0,0.0,0.14,35.045
primary,native_ycsb_c_read_zipf-s2-f0-warm-r8-2e_K10,native_ycsb_c_read_zipf,2,warm,0,8,2e_K10,2e_K10,baseline,230,229,native_ycsb_c_read_zipf-s2-f0-warm-r8-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r8-2e_K10:2e_K10,true,true,true,true,376.553,2242.536,0.0,0.0,0.16,436.454
primary,native_ycsb_c_read_zipf-s2-f0-warm-r8-2f_slru,native_ycsb_c_read_zipf,2,warm,0,8,2f_slru,baseline,2f_slru,231,232,native_ycsb_c_read_zipf-s2-f0-warm-r8-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r8-2f_slru:2f_slru,true,true,true,true,3261.658,47.448,0.0,0.0,0.151,109034.182
primary,native_ycsb_c_read_zipf-s2-f0-warm-r9-2d,native_ycsb_c_read_zipf,2,warm,0,9,2d,baseline,2d,233,234,native_ycsb_c_read_zipf-s2-f0-warm-r9-2d:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r9-2d:2d,true,true,true,true,3337.62,313.254,0.0,0.0,0.15,466.982
primary,native_ycsb_c_read_zipf-s2-f0-warm-r9-layers_5,native_ycsb_c_read_zipf,2,warm,0,9,layers_5,baseline,layers_5,235,236,native_ycsb_c_read_zipf-s2-f0-warm-r9-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r9-layers_5:layers_5,true,true,true,true,3174.816,180.777,0.0,0.0,0.14,37.179
primary,native_ycsb_c_read_zipf-s2-f0-warm-r9-2e_K10,native_ycsb_c_read_zipf,2,warm,0,9,2e_K10,baseline,2e_K10,237,238,native_ycsb_c_read_zipf-s2-f0-warm-r9-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r9-2e_K10:2e_K10,true,true,true,true,398.063,309.277,0.0,0.0,0.131,516.894
primary,native_ycsb_c_read_zipf-s2-f0-warm-r9-2f_slru,native_ycsb_c_read_zipf,2,warm,0,9,2f_slru,baseline,2f_slru,239,240,native_ycsb_c_read_zipf-s2-f0-warm-r9-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-warm-r9-2f_slru:2f_slru,true,true,true,true,3303.977,38.673,0.0,0.0,0.13,105027.131
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2d,native_ycsb_c_read_zipf,2,standalone,0,0,2d,2d,baseline,242,241,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2d:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2d:2d,true,true,true,true,294.821,71.855,429.331,2167.184,0.14,396.41
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r0-layers_5,native_ycsb_c_read_zipf,2,standalone,0,0,layers_5,baseline,layers_5,243,244,native_ycsb_c_read_zipf-s2-f0-standalone-r0-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r0-layers_5:layers_5,true,true,true,true,301.924,230.3,3345.153,365.482,0.131,32.551
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2e_K10,native_ycsb_c_read_zipf,2,standalone,0,0,2e_K10,baseline,2e_K10,245,246,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2e_K10:2e_K10,true,true,true,true,300.591,78.967,3346.345,417.219,0.15,663.158
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2f_slru,native_ycsb_c_read_zipf,2,standalone,0,0,2f_slru,baseline,2f_slru,247,248,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r0-2f_slru:2f_slru,true,true,true,true,290.422,13.736,423.811,174.636,0.13,103024.211
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2d,native_ycsb_c_read_zipf,2,standalone,0,1,2d,baseline,2d,249,250,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2d:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2d:2d,true,true,true,true,136.985,76.122,3185.665,244.887,0.15,463.605
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r1-layers_5,native_ycsb_c_read_zipf,2,standalone,0,1,layers_5,baseline,layers_5,251,252,native_ycsb_c_read_zipf-s2-f0-standalone-r1-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r1-layers_5:layers_5,true,true,true,true,298.377,118.561,3419.561,364.33,0.21,36.448
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2e_K10,native_ycsb_c_read_zipf,2,standalone,0,1,2e_K10,baseline,2e_K10,253,254,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2e_K10:2e_K10,true,true,true,true,140.432,237.223,3227.483,397.542,0.13,500.113
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2f_slru,native_ycsb_c_read_zipf,2,standalone,0,1,2f_slru,baseline,2f_slru,255,256,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r1-2f_slru:2f_slru,true,true,true,true,295.291,13.986,3344.672,180.527,0.14,103547.596
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2d,native_ycsb_c_read_zipf,2,standalone,0,2,2d,2d,baseline,258,257,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2d:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2d:2d,true,true,true,true,285.323,237.443,409.514,2631.08,0.121,392.993
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r2-layers_5,native_ycsb_c_read_zipf,2,standalone,0,2,layers_5,baseline,layers_5,259,260,native_ycsb_c_read_zipf-s2-f0-standalone-r2-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r2-layers_5:layers_5,true,true,true,true,139.33,277.157,3284.268,365.953,0.141,36.328
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2e_K10,native_ycsb_c_read_zipf,2,standalone,0,2,2e_K10,baseline,2e_K10,261,262,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2e_K10:2e_K10,true,true,true,true,297.605,73.517,3348.549,233.886,0.121,515.232
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2f_slru,native_ycsb_c_read_zipf,2,standalone,0,2,2f_slru,2f_slru,baseline,264,263,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r2-2f_slru:2f_slru,true,true,true,true,296.313,13.886,430.995,178.774,0.15,103664.192
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2d,native_ycsb_c_read_zipf,2,standalone,0,3,2d,2d,baseline,266,265,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2d:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2d:2d,true,true,true,true,292.225,231.542,411.138,2324.267,0.131,396.43
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r3-layers_5,native_ycsb_c_read_zipf,2,standalone,0,3,layers_5,layers_5,baseline,268,267,native_ycsb_c_read_zipf-s2-f0-standalone-r3-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r3-layers_5:layers_5,true,true,true,true,217.215,293.398,386.692,2624.016,0.14,35.857
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2e_K10,native_ycsb_c_read_zipf,2,standalone,0,3,2e_K10,2e_K10,baseline,270,269,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2e_K10:2e_K10,true,true,true,true,742.877,236.712,634.544,2344.194,0.14,436.875
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2f_slru,native_ycsb_c_read_zipf,2,standalone,0,3,2f_slru,2f_slru,baseline,272,271,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r3-2f_slru:2f_slru,true,true,true,true,302.595,13.676,427.939,181.629,0.15,103422.7
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2d,native_ycsb_c_read_zipf,2,standalone,0,4,2d,baseline,2d,273,274,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2d:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2d:2d,true,true,true,true,286.365,228.717,3337.868,403.894,0.14,472.471
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r4-layers_5,native_ycsb_c_read_zipf,2,standalone,0,4,layers_5,baseline,layers_5,275,276,native_ycsb_c_read_zipf-s2-f0-standalone-r4-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r4-layers_5:layers_5,true,true,true,true,145.832,237.062,3255.073,366.875,0.16,36.999
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2e_K10,native_ycsb_c_read_zipf,2,standalone,0,4,2e_K10,baseline,2e_K10,277,278,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2e_K10:2e_K10,true,true,true,true,306.552,214.299,3386.548,393.284,0.14,513.559
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2f_slru,native_ycsb_c_read_zipf,2,standalone,0,4,2f_slru,baseline,2f_slru,279,280,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r4-2f_slru:2f_slru,true,true,true,true,136.835,14.166,3299.306,177.641,0.15,102872.642
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2d,native_ycsb_c_read_zipf,2,standalone,0,5,2d,baseline,2d,281,282,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2d:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2d:2d,true,true,true,true,134.831,233.385,3167.68,399.375,0.13,461.491
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r5-layers_5,native_ycsb_c_read_zipf,2,standalone,0,5,layers_5,baseline,layers_5,283,284,native_ycsb_c_read_zipf-s2-f0-standalone-r5-layers_5:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r5-layers_5:layers_5,true,true,true,true,305.92,234.086,3464.604,368.778,0.15,37.841
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2e_K10,native_ycsb_c_read_zipf,2,standalone,0,5,2e_K10,baseline,2e_K10,285,286,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2e_K10:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2e_K10:2e_K10,true,true,true,true,137.066,73.518,260.536,395.438,0.16,515.712
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2f_slru,native_ycsb_c_read_zipf,2,standalone,0,5,2f_slru,2f_slru,baseline,288,287,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2f_slru:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r5-2f_slru:2f_slru,true,true,true,true,294.459,14.046,417.349,178.634,0.141,103655.413
primary,native_ycsb_c_read_zipf-s2-f0-standalone-r6-2d,native_ycsb_c_read_zipf,2,standalone,0,6,2d,2d,baseline,290,289,native_ycsb_c_read_zipf-s2-f0-standalone-r6-2d:baseline,native_ycsb_c_read_zipf-s2-f0-standalone-r6-2d:2d,true,true,true,true,294.509,83.556,412.189,2178.995,0.13,456.622
