campaign,pair_id,workload,seed,handle_mode,first_operation_id,repetition_id,paired_target_strategy,first_strategy,second_strategy,baseline_schedule_position,target_schedule_position,baseline_request_id,target_request_id,same_warm_session,same_run_config,same_manifest,same_image,baseline_first_query_us,target_first_query_us,baseline_open_us,target_open_us,baseline_deliver_us,target_deliver_us
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r2-leaf_rand_K10,native_ycsb_c_read_zipf,3,standalone,0,2,leaf_rand_K10,leaf_rand_K10,baseline,526,525,native_ycsb_c_read_zipf-s3-f0-standalone-r2-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r2-leaf_rand_K10:leaf_rand_K10,true,true,true,true,284.46,149.438,387.472,2428.081,0.131,60.082
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r2-2f_top102,native_ycsb_c_read_zipf,3,standalone,0,2,2f_top102,baseline,2f_top102,527,528,native_ycsb_c_read_zipf-s3-f0-standalone-r2-2f_top102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r2-2f_top102:2f_top102,true,true,true,true,138.778,86.06,3268.296,240.027,0.14,478.652
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r2-learned_markov_102,native_ycsb_c_read_zipf,3,standalone,0,2,learned_markov_102,learned_markov_102,baseline,530,529,native_ycsb_c_read_zipf-s3-f0-standalone-r2-learned_markov_102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r2-learned_markov_102:learned_markov_102,true,true,true,true,294.98,86.161,390.437,2202.361,0.131,426.313
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r3-2e_K500,native_ycsb_c_read_zipf,3,standalone,0,3,2e_K500,baseline,2e_K500,531,532,native_ycsb_c_read_zipf-s3-f0-standalone-r3-2e_K500:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r3-2e_K500:2e_K500,true,true,true,true,154.688,246.308,3287.28,396.709,0.13,2675.622
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r3-leaf_freq_K10,native_ycsb_c_read_zipf,3,standalone,0,3,leaf_freq_K10,leaf_freq_K10,baseline,534,533,native_ycsb_c_read_zipf-s3-f0-standalone-r3-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r3-leaf_freq_K10:leaf_freq_K10,true,true,true,true,81.652,136.794,270.113,2468.105,0.141,56.365
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r3-leaf_rand_K10,native_ycsb_c_read_zipf,3,standalone,0,3,leaf_rand_K10,baseline,leaf_rand_K10,535,536,native_ycsb_c_read_zipf-s3-f0-standalone-r3-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r3-leaf_rand_K10:leaf_rand_K10,true,true,true,true,155.43,288.236,3305.776,367.925,0.12,58.178
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r3-2f_top102,native_ycsb_c_read_zipf,3,standalone,0,3,2f_top102,baseline,2f_top102,537,538,native_ycsb_c_read_zipf-s3-f0-standalone-r3-2f_top102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r3-2f_top102:2f_top102,true,true,true,true,139.81,235.799,3251.806,402.47,0.12,519.458
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r3-learned_markov_102,native_ycsb_c_read_zipf,3,standalone,0,3,learned_markov_102,learned_markov_102,baseline,540,539,native_ycsb_c_read_zipf-s3-f0-standalone-r3-learned_markov_102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r3-learned_markov_102:learned_markov_102,true,true,true,true,135.032,86.25,241.71,2206.208,0.131,430.201
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r4-2e_K500,native_ycsb_c_read_zipf,3,standalone,0,4,2e_K500,baseline,2e_K500,541,542,native_ycsb_c_read_zipf-s3-f0-standalone-r4-2e_K500:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r4-2e_K500:2e_K500,true,true,true,true,140.131,240.848,3164.432,399.654,0.12,2634.075
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r4-leaf_freq_K10,native_ycsb_c_read_zipf,3,standalone,0,4,leaf_freq_K10,leaf_freq_K10,baseline,544,543,native_ycsb_c_read_zipf-s3-f0-standalone-r4-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r4-leaf_freq_K10:leaf_freq_K10,true,true,true,true,284.219,139.119,390.928,2479.627,0.131,56.485
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r4-leaf_rand_K10,native_ycsb_c_read_zipf,3,standalone,0,4,leaf_rand_K10,baseline,leaf_rand_K10,545,546,native_ycsb_c_read_zipf-s3-f0-standalone-r4-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r4-leaf_rand_K10:leaf_rand_K10,true,true,true,true,140.191,85.98,3181.744,213.077,0.13,60.332
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r4-2f_top102,native_ycsb_c_read_zipf,3,standalone,0,4,2f_top102,2f_top102,baseline,548,547,native_ycsb_c_read_zipf-s3-f0-standalone-r4-2f_top102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r4-2f_top102:2f_top102,true,true,true,true,293.196,85.87,399.885,2168.949,0.121,433.167
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r4-learned_markov_102,native_ycsb_c_read_zipf,3,standalone,0,4,learned_markov_102,learned_markov_102,baseline,550,549,native_ycsb_c_read_zipf-s3-f0-standalone-r4-learned_markov_102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r4-learned_markov_102:learned_markov_102,true,true,true,true,293.998,147.425,391.74,287.726,0.12,421.836
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r5-2e_K500,native_ycsb_c_read_zipf,3,standalone,0,5,2e_K500,baseline,2e_K500,551,552,native_ycsb_c_read_zipf-s3-f0-standalone-r5-2e_K500:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r5-2e_K500:2e_K500,true,true,true,true,132.857,242.061,3210.508,394.354,0.15,2589.752
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r5-leaf_freq_K10,native_ycsb_c_read_zipf,3,standalone,0,5,leaf_freq_K10,leaf_freq_K10,baseline,554,553,native_ycsb_c_read_zipf-s3-f0-standalone-r5-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r5-leaf_freq_K10:leaf_freq_K10,true,true,true,true,284.66,151.793,387.642,2432.519,0.13,56.736
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r5-leaf_rand_K10,native_ycsb_c_read_zipf,3,standalone,0,5,leaf_rand_K10,leaf_rand_K10,baseline,556,555,native_ycsb_c_read_zipf-s3-f0-standalone-r5-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r5-leaf_rand_K10:leaf_rand_K10,true,true,true,true,104.695,151.902,234.657,2492.651,0.12,66.344
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r5-2f_top102,native_ycsb_c_read_zipf,3,standalone,0,5,2f_top102,2f_top102,baseline,558,557,native_ycsb_c_read_zipf-s3-f0-standalone-r5-2f_top102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r5-2f_top102:2f_top102,true,true,true,true,291.092,130.624,390.106,2137.64,0.141,429.93
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r5-learned_markov_102,native_ycsb_c_read_zipf,3,standalone,0,5,learned_markov_102,baseline,learned_markov_102,559,560,native_ycsb_c_read_zipf-s3-f0-standalone-r5-learned_markov_102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r5-learned_markov_102:learned_markov_102,true,true,true,true,139.159,241.059,3162.399,405.024,0.12,515.209
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r6-2e_K500,native_ycsb_c_read_zipf,3,standalone,0,6,2e_K500,baseline,2e_K500,561,562,native_ycsb_c_read_zipf-s3-f0-standalone-r6-2e_K500:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r6-2e_K500:2e_K500,true,true,true,true,139.26,87.814,3280.86,242.882,0.12,2540.17
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r6-leaf_freq_K10,native_ycsb_c_read_zipf,3,standalone,0,6,leaf_freq_K10,baseline,leaf_freq_K10,563,564,native_ycsb_c_read_zipf-s3-f0-standalone-r6-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r6-leaf_freq_K10:leaf_freq_K10,true,true,true,true,136.494,286.543,309.016,372.483,0.12,57.888
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r6-leaf_rand_K10,native_ycsb_c_read_zipf,3,standalone,0,6,leaf_rand_K10,leaf_rand_K10,baseline,566,565,native_ycsb_c_read_zipf-s3-f0-standalone-r6-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r6-leaf_rand_K10:leaf_rand_K10,true,true,true,true,242.752,138.799,395.978,2405.8,0.141,58.579
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r6-2f_top102,native_ycsb_c_read_zipf,3,standalone,0,6,2f_top102,baseline,2f_top102,567,568,native_ycsb_c_read_zipf-s3-f0-standalone-r6-2f_top102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r6-2f_top102:2f_top102,true,true,true,true,154.288,88.235,3255.131,243.754,0.14,476.518
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r6-learned_markov_102,native_ycsb_c_read_zipf,3,standalone,0,6,learned_markov_102,baseline,learned_markov_102,569,570,native_ycsb_c_read_zipf-s3-f0-standalone-r6-learned_markov_102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r6-learned_markov_102:learned_markov_102,true,true,true,true,147.956,241.68,3275.309,402.89,0.121,522.403
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r7-2e_K500,native_ycsb_c_read_zipf,3,standalone,0,7,2e_K500,baseline,2e_K500,571,572,native_ycsb_c_read_zipf-s3-f0-standalone-r7-2e_K500:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r7-2e_K500:2e_K500,true,true,true,true,140.231,246.339,3275.449,401.497,0.13,2572.39
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r7-leaf_freq_K10,native_ycsb_c_read_zipf,3,standalone,0,7,leaf_freq_K10,baseline,leaf_freq_K10,573,574,native_ycsb_c_read_zipf-s3-f0-standalone-r7-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r7-leaf_freq_K10:leaf_freq_K10,true,true,true,true,161.721,106.979,3286.34,217.746,0.13,57.707
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r7-leaf_rand_K10,native_ycsb_c_read_zipf,3,standalone,0,7,leaf_rand_K10,baseline,leaf_rand_K10,575,576,native_ycsb_c_read_zipf-s3-f0-standalone-r7-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r7-leaf_rand_K10:leaf_rand_K10,true,true,true,true,149.328,243.603,3303.321,371.922,0.14,57.757
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r7-2f_top102,native_ycsb_c_read_zipf,3,standalone,0,7,2f_top102,2f_top102,baseline,578,577,native_ycsb_c_read_zipf-s3-f0-standalone-r7-2f_top102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r7-2f_top102:2f_top102,true,true,true,true,289.529,86.401,391.959,2199.556,0.11,433.447
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r7-learned_markov_102,native_ycsb_c_read_zipf,3,standalone,0,7,learned_markov_102,learned_markov_102,baseline,580,579,native_ycsb_c_read_zipf-s3-f0-standalone-r7-learned_markov_102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r7-learned_markov_102:learned_markov_102,true,true,true,true,133.498,95.818,234.106,2144.784,0.12,483.731
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r8-2e_K500,native_ycsb_c_read_zipf,3,standalone,0,8,2e_K500,baseline,2e_K500,581,582,native_ycsb_c_read_zipf-s3-f0-standalone-r8-2e_K500:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r8-2e_K500:2e_K500,true,true,true,true,158.735,242.351,3243.961,397.5,0.141,2656.787
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r8-leaf_freq_K10,native_ycsb_c_read_zipf,3,standalone,0,8,leaf_freq_K10,baseline,leaf_freq_K10,583,584,native_ycsb_c_read_zipf-s3-f0-standalone-r8-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r8-leaf_freq_K10:leaf_freq_K10,true,true,true,true,138.257,106.619,3262.755,217.565,0.181,59.27
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r8-leaf_rand_K10,native_ycsb_c_read_zipf,3,standalone,0,8,leaf_rand_K10,leaf_rand_K10,baseline,586,585,native_ycsb_c_read_zipf-s3-f0-standalone-r8-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r8-leaf_rand_K10:leaf_rand_K10,true,true,true,true,241.71,303.656,391.579,302.003,0.131,56.224
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r8-2f_top102,native_ycsb_c_read_zipf,3,standalone,0,8,2f_top102,2f_top102,baseline,588,587,native_ycsb_c_read_zipf-s3-f0-standalone-r8-2f_top102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r8-2f_top102:2f_top102,true,true,true,true,299.207,88.885,391.368,2151.727,0.131,443.737
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r8-learned_markov_102,native_ycsb_c_read_zipf,3,standalone,0,8,learned_markov_102,learned_markov_102,baseline,590,589,native_ycsb_c_read_zipf-s3-f0-standalone-r8-learned_markov_102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r8-learned_markov_102:learned_markov_102,true,true,true,true,137.957,85.58,247.651,2116.23,0.13,423.879
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r9-2e_K500,native_ycsb_c_read_zipf,3,standalone,0,9,2e_K500,2e_K500,baseline,592,591,native_ycsb_c_read_zipf-s3-f0-standalone-r9-2e_K500:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r9-2e_K500:2e_K500,true,true,true,true,295.65,83.576,409.773,1130.205,0.231,2141.538
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r9-leaf_freq_K10,native_ycsb_c_read_zipf,3,standalone,0,9,leaf_freq_K10,baseline,leaf_freq_K10,593,594,native_ycsb_c_read_zipf-s3-f0-standalone-r9-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r9-leaf_freq_K10:leaf_freq_K10,true,true,true,true,153.936,263.71,3313.989,375.799,0.12,58.579
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r9-leaf_rand_K10,native_ycsb_c_read_zipf,3,standalone,0,9,leaf_rand_K10,baseline,leaf_rand_K10,595,596,native_ycsb_c_read_zipf-s3-f0-standalone-r9-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r9-leaf_rand_K10:leaf_rand_K10,true,true,true,true,138.908,84.557,3190.028,215.771,0.131,58.128
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r9-2f_top102,native_ycsb_c_read_zipf,3,standalone,0,9,2f_top102,baseline,2f_top102,597,598,native_ycsb_c_read_zipf-s3-f0-standalone-r9-2f_top102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r9-2f_top102:2f_top102,true,true,true,true,137.115,246.739,3165.182,397.839,0.121,517.833
secondary,native_ycsb_c_read_zipf-s3-f0-standalone-r9-learned_markov_102,native_ycsb_c_read_zipf,3,standalone,0,9,learned_markov_102,learned_markov_102,baseline,600,599,native_ycsb_c_read_zipf-s3-f0-standalone-r9-learned_markov_102:baseline,native_ycsb_c_read_zipf-s3-f0-standalone-r9-learned_markov_102:learned_markov_102,true,true,true,true,293.255,86.321,394.443,2237.829,0.13,431.983
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r0-2e_K500,native_ycsb_c_read_zipf,4,warm,0,0,2e_K500,2e_K500,baseline,602,601,native_ycsb_c_read_zipf-s4-f0-warm-r0-2e_K500:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r0-2e_K500:2e_K500,true,true,true,true,399.012,951.859,0.0,0.0,0.14,2090.375
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r0-leaf_freq_K10,native_ycsb_c_read_zipf,4,warm,0,0,leaf_freq_K10,baseline,leaf_freq_K10,603,604,native_ycsb_c_read_zipf-s4-f0-warm-r0-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r0-leaf_freq_K10:leaf_freq_K10,true,true,true,true,3238.459,318.522,0.0,0.0,0.14,58.619
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r0-leaf_rand_K10,native_ycsb_c_read_zipf,4,warm,0,0,leaf_rand_K10,baseline,leaf_rand_K10,605,606,native_ycsb_c_read_zipf-s4-f0-warm-r0-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r0-leaf_rand_K10:leaf_rand_K10,true,true,true,true,3375.123,339.992,0.0,0.0,0.131,59.54
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r0-2f_top102,native_ycsb_c_read_zipf,4,warm,0,0,2f_top102,baseline,2f_top102,607,608,native_ycsb_c_read_zipf-s4-f0-warm-r0-2f_top102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r0-2f_top102:2f_top102,true,true,true,true,3170.832,321.157,0.0,0.0,0.13,519.055
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r0-learned_markov_102,native_ycsb_c_read_zipf,4,warm,0,0,learned_markov_102,learned_markov_102,baseline,610,609,native_ycsb_c_read_zipf-s4-f0-warm-r0-learned_markov_102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r0-learned_markov_102:learned_markov_102,true,true,true,true,346.674,2177.747,0.0,0.0,0.14,435.77
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r1-2e_K500,native_ycsb_c_read_zipf,4,warm,0,1,2e_K500,baseline,2e_K500,611,612,native_ycsb_c_read_zipf-s4-f0-warm-r1-2e_K500:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r1-2e_K500:2e_K500,true,true,true,true,3256.271,102.921,0.0,0.0,0.131,2550.451
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r1-leaf_freq_K10,native_ycsb_c_read_zipf,4,warm,0,1,leaf_freq_K10,leaf_freq_K10,baseline,614,613,native_ycsb_c_read_zipf-s4-f0-warm-r1-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r1-leaf_freq_K10:leaf_freq_K10,true,true,true,true,319.304,2389.03,0.0,0.0,0.12,56.435
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r1-leaf_rand_K10,native_ycsb_c_read_zipf,4,warm,0,1,leaf_rand_K10,baseline,leaf_rand_K10,615,616,native_ycsb_c_read_zipf-s4-f0-warm-r1-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r1-leaf_rand_K10:leaf_rand_K10,true,true,true,true,3168.118,351.644,0.0,0.0,0.131,55.163
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r1-2f_top102,native_ycsb_c_read_zipf,4,warm,0,1,2f_top102,2f_top102,baseline,618,617,native_ycsb_c_read_zipf-s4-f0-warm-r1-2f_top102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r1-2f_top102:2f_top102,true,true,true,true,211.102,2127.414,0.0,0.0,0.13,428.877
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r1-learned_markov_102,native_ycsb_c_read_zipf,4,warm,0,1,learned_markov_102,learned_markov_102,baseline,620,619,native_ycsb_c_read_zipf-s4-f0-warm-r1-learned_markov_102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r1-learned_markov_102:learned_markov_102,true,true,true,true,377.221,2120.19,0.0,0.0,0.13,431.612
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r2-2e_K500,native_ycsb_c_read_zipf,4,warm,0,2,2e_K500,2e_K500,baseline,622,621,native_ycsb_c_read_zipf-s4-f0-warm-r2-2e_K500:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r2-2e_K500:2e_K500,true,true,true,true,397.97,807.782,0.0,0.0,0.14,2150.737
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r2-leaf_freq_K10,native_ycsb_c_read_zipf,4,warm,0,2,leaf_freq_K10,baseline,leaf_freq_K10,623,624,native_ycsb_c_read_zipf-s4-f0-warm-r2-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r2-leaf_freq_K10:leaf_freq_K10,true,true,true,true,3142.23,161.53,0.0,0.0,0.121,61.234
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r2-leaf_rand_K10,native_ycsb_c_read_zipf,4,warm,0,2,leaf_rand_K10,baseline,leaf_rand_K10,625,626,native_ycsb_c_read_zipf-s4-f0-warm-r2-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r2-leaf_rand_K10:leaf_rand_K10,true,true,true,true,3169.03,337.808,0.0,0.0,0.13,58.349
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r2-2f_top102,native_ycsb_c_read_zipf,4,warm,0,2,2f_top102,2f_top102,baseline,628,627,native_ycsb_c_read_zipf-s4-f0-warm-r2-2f_top102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r2-2f_top102:2f_top102,true,true,true,true,371.04,2108.769,0.0,0.0,0.14,434.408
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r2-learned_markov_102,native_ycsb_c_read_zipf,4,warm,0,2,learned_markov_102,learned_markov_102,baseline,630,629,native_ycsb_c_read_zipf-s4-f0-warm-r2-learned_markov_102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r2-learned_markov_102:learned_markov_102,true,true,true,true,208.377,2099.102,0.0,0.0,0.11,426.413
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r3-2e_K500,native_ycsb_c_read_zipf,4,warm,0,3,2e_K500,baseline,2e_K500,631,632,native_ycsb_c_read_zipf-s4-f0-warm-r3-2e_K500:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r3-2e_K500:2e_K500,true,true,true,true,3222.199,258.961,0.0,0.0,0.13,3047.665
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r3-leaf_freq_K10,native_ycsb_c_read_zipf,4,warm,0,3,leaf_freq_K10,leaf_freq_K10,baseline,634,633,native_ycsb_c_read_zipf-s4-f0-warm-r3-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r3-leaf_freq_K10:leaf_freq_K10,true,true,true,true,162.872,2429.034,0.0,0.0,0.14,56.776
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r3-leaf_rand_K10,native_ycsb_c_read_zipf,4,warm,0,3,leaf_rand_K10,leaf_rand_K10,baseline,636,635,native_ycsb_c_read_zipf-s4-f0-warm-r3-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r3-leaf_rand_K10:leaf_rand_K10,true,true,true,true,367.483,2462.847,0.0,0.0,0.13,58.258
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r3-2f_top102,native_ycsb_c_read_zipf,4,warm,0,3,2f_top102,baseline,2f_top102,637,638,native_ycsb_c_read_zipf-s4-f0-warm-r3-2f_top102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r3-2f_top102:2f_top102,true,true,true,true,3183.376,319.193,0.0,0.0,0.13,509.046
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r3-learned_markov_102,native_ycsb_c_read_zipf,4,warm,0,3,learned_markov_102,learned_markov_102,baseline,640,639,native_ycsb_c_read_zipf-s4-f0-warm-r3-learned_markov_102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r3-learned_markov_102:learned_markov_102,true,true,true,true,213.056,2200.69,0.0,0.0,0.12,431.953
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r4-2e_K500,native_ycsb_c_read_zipf,4,warm,0,4,2e_K500,2e_K500,baseline,642,641,native_ycsb_c_read_zipf-s4-f0-warm-r4-2e_K500:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r4-2e_K500:2e_K500,true,true,true,true,393.502,844.94,0.0,0.0,0.13,2122.825
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r4-leaf_freq_K10,native_ycsb_c_read_zipf,4,warm,0,4,leaf_freq_K10,leaf_freq_K10,baseline,644,643,native_ycsb_c_read_zipf-s4-f0-warm-r4-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r4-leaf_freq_K10:leaf_freq_K10,true,true,true,true,324.243,2388.339,0.0,0.0,0.13,59.35
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r4-leaf_rand_K10,native_ycsb_c_read_zipf,4,warm,0,4,leaf_rand_K10,leaf_rand_K10,baseline,646,645,native_ycsb_c_read_zipf-s4-f0-warm-r4-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r4-leaf_rand_K10:leaf_rand_K10,true,true,true,true,204.039,2281.38,0.0,0.0,0.131,67.946
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r4-2f_top102,native_ycsb_c_read_zipf,4,warm,0,4,2f_top102,2f_top102,baseline,648,647,native_ycsb_c_read_zipf-s4-f0-warm-r4-2f_top102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r4-2f_top102:2f_top102,true,true,true,true,362.233,2119.158,0.0,0.0,0.13,434.046
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r4-learned_markov_102,native_ycsb_c_read_zipf,4,warm,0,4,learned_markov_102,learned_markov_102,baseline,650,649,native_ycsb_c_read_zipf-s4-f0-warm-r4-learned_markov_102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r4-learned_markov_102:learned_markov_102,true,true,true,true,373.514,2072.893,0.0,0.0,0.131,434.357
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r5-2e_K500,native_ycsb_c_read_zipf,4,warm,0,5,2e_K500,baseline,2e_K500,651,652,native_ycsb_c_read_zipf-s4-f0-warm-r5-2e_K500:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r5-2e_K500:2e_K500,true,true,true,true,3258.587,106.218,0.0,0.0,0.12,3008.201
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r5-leaf_freq_K10,native_ycsb_c_read_zipf,4,warm,0,5,leaf_freq_K10,leaf_freq_K10,baseline,654,653,native_ycsb_c_read_zipf-s4-f0-warm-r5-leaf_freq_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r5-leaf_freq_K10:leaf_freq_K10,true,true,true,true,320.225,2299.354,0.0,0.0,0.14,69.089
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r5-leaf_rand_K10,native_ycsb_c_read_zipf,4,warm,0,5,leaf_rand_K10,baseline,leaf_rand_K10,655,656,native_ycsb_c_read_zipf-s4-f0-warm-r5-leaf_rand_K10:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r5-leaf_rand_K10:leaf_rand_K10,true,true,true,true,3221.458,340.903,0.0,0.0,0.14,54.702
secondary,native_ycsb_c_read_zipf-s4-f0-warm-r5-2f_top102,native_ycsb_c_read_zipf,4,warm,0,5,2f_top102,baseline,2f_top102,657,658,native_ycsb_c_read_zipf-s4-f0-warm-r5-2f_top102:baseline,native_ycsb_c_read_zipf-s4-f0-warm-r5-2f_top102:2f_top102,true,true,true,true,3252.997,163.404,0.0,0.0,0.12,488.348
