workload,db,strategy,arm,metric,n_seeds,mean_pct,median_pct,ci_lo,ci_hi,min_pct,max_pct,sign_consistency,verdict,per_seed
B,orig,2f_top100,pread,first_query_us,10,-40.32,-41.55,-52.7,-28.09,-81.64,2.38,9/10,robust,seed01=-44.4;seed02=-30.6;seed03=-38.7;seed04=-49.9;seed05=-37.6;seed06=-45.5;seed07=-81.6;seed08=2.4;seed09=-32.7;seed10=-44.5
B,orig,2f_top14,async,e2e_us,10,-8.65,-15.11,-17.61,5.56,-22.86,51.05,9/10,directional,seed01=-15.5;seed02=-5.4;seed03=-14.8;seed04=-22.9;seed05=-20.7;seed06=-19.7;seed07=-13.2;seed08=51.0;seed09=-8.7;seed10=-16.8
B,orig,2f_top14,async,e2e_warm_us,10,-27.01,-32.71,-34.29,-16.1,-38.02,17.79,9/10,robust,seed01=-32.9;seed02=-21.1;seed03=-32.5;seed04=-38.0;seed05=-35.2;seed06=-36.9;seed07=-30.1;seed08=17.8;seed09=-25.1;seed10=-36.0
B,orig,2f_top14,async,first_query_us,10,-36.3,-42.22,-42.91,-26.6,-46.45,2.97,9/10,robust,seed01=-43.9;seed02=-29.8;seed03=-40.6;seed04=-46.4;seed05=-43.8;seed06=-45.0;seed07=-37.8;seed08=3.0;seed09=-34.3;seed10=-44.3
B,orig,2f_top14,pread,e2e_us,10,125.14,105.16,103.32,158.93,91.5,265.76,10/10,robust,seed01=141.5;seed02=118.4;seed03=107.9;seed04=102.0;seed05=102.4;seed06=91.5;seed07=101.9;seed08=265.8;seed09=118.1;seed10=101.9
B,orig,2f_top14,pread,e2e_warm_us,10,106.67,89.3,86.32,137.42,74.33,233.73,10/10,robust,seed01=124.1;seed02=102.8;seed03=89.9;seed04=83.9;seed05=88.7;seed06=74.3;seed07=84.7;seed08=233.7;seed09=102.0;seed10=82.6
B,orig,2f_top14,pread,first_query_us,10,-36.75,-41.91,-43.5,-26.95,-48.66,3.28,9/10,robust,seed01=-44.4;seed02=-31.1;seed03=-38.6;seed04=-43.2;seed05=-46.0;seed06=-48.7;seed07=-34.0;seed08=3.3;seed09=-40.7;seed10=-44.2
B,orig,2f_top28,async,e2e_us,10,-7.33,-13.34,-15.3,5.67,-19.68,47.25,9/10,directional,seed01=-14.3;seed02=-4.1;seed03=-11.1;seed04=-14.5;seed05=-19.7;seed06=-18.9;seed07=-10.0;seed08=47.2;seed09=-12.4;seed10=-15.5
B,orig,2f_top28,async,e2e_warm_us,10,-25.85,-30.39,-32.34,-16.0,-36.01,14.78,9/10,robust,seed01=-31.8;seed02=-19.7;seed03=-29.0;seed04=-32.6;seed05=-33.5;seed06=-36.0;seed07=-27.2;seed08=14.8;seed09=-28.6;seed10=-34.9
B,orig,2f_top28,async,first_query_us,10,-37.25,-41.53,-43.03,-28.95,-45.82,-3.57,10/10,robust,seed01=-44.9;seed02=-30.0;seed03=-39.1;seed04=-43.3;seed05=-43.9;seed06=-45.8;seed07=-37.0;seed08=-3.6;seed09=-39.8;seed10=-45.1
B,orig,2f_top28,pread,e2e_us,10,264.32,230.86,230.37,313.34,219.43,463.89,10/10,robust,seed01=304.8;seed02=247.9;seed03=221.2;seed04=231.4;seed05=230.3;seed06=219.4;seed07=228.0;seed08=463.9;seed09=269.0;seed10=227.2
B,orig,2f_top28,pread,e2e_warm_us,10,245.82,214.71,213.34,291.81,202.32,431.97,10/10,robust,seed01=287.4;seed02=232.5;seed03=203.0;seed04=213.0;seed05=216.4;seed06=202.3;seed07=210.9;seed08=432.0;seed09=252.6;seed10=207.9
B,orig,2f_top28,pread,first_query_us,10,-35.66,-40.52,-41.78,-26.65,-44.98,1.76,9/10,robust,seed01=-43.8;seed02=-31.9;seed03=-42.2;seed04=-43.4;seed05=-38.8;seed06=-42.5;seed07=-36.9;seed08=1.8;seed09=-33.8;seed10=-45.0
B,orig,2f_top500,async,e2e_us,10,62.78,63.59,45.71,80.37,23.14,113.92,10/10,robust,seed01=98.1;seed02=66.4;seed03=62.6;seed04=25.0;seed05=81.7;seed06=47.3;seed07=45.0;seed08=113.9;seed09=64.5;seed10=23.1
B,orig,2f_top500,async,e2e_warm_us,10,44.3,46.49,27.88,60.29,3.81,81.82,10/10,robust,seed01=80.8;seed02=50.9;seed03=44.7;seed04=6.9;seed05=67.9;seed06=30.1;seed07=27.8;seed08=81.8;seed09=48.3;seed10=3.8
B,orig,2f_top500,async,first_query_us,10,-49.85,-45.43,-62.62,-37.28,-81.4,-13.29,10/10,robust,seed01=-37.7;seed02=-35.6;seed03=-39.5;seed04=-80.4;seed05=-13.3;seed06=-51.3;seed07=-56.8;seed08=-66.9;seed09=-35.5;seed10=-81.4
B,orig,2f_top500,pread,e2e_us,10,2419.3,2199.68,2039.09,2880.52,1672.94,3938.4,10/10,robust,seed01=2519.6;seed02=2477.3;seed03=3371.1;seed04=2315.8;seed05=2083.6;seed06=1672.9;seed07=1727.6;seed08=3938.4;seed09=2036.7;seed10=2050.0
B,orig,2f_top500,pread,e2e_warm_us,10,2400.74,2183.64,2022.02,2859.14,1655.88,3906.36,10/10,robust,seed01=2501.9;seed02=2461.4;seed03=3353.1;seed04=2297.7;seed05=2069.6;seed06=1655.9;seed07=1710.3;seed08=3906.4;seed09=2020.6;seed10=2030.6
B,orig,2f_top500,pread,first_query_us,10,-59.26,-55.79,-71.41,-47.32,-81.88,-33.31,10/10,robust,seed01=-44.9;seed02=-44.1;seed03=-39.3;seed04=-79.7;seed05=-39.5;seed06=-81.9;seed07=-81.7;seed08=-66.7;seed09=-33.3;seed10=-81.5
C,orig,2e_K10,async,e2e_us,10,-55.13,-55.2,-57.92,-52.33,-63.38,-48.44,10/10,robust,seed01=-63.4;seed02=-57.6;seed03=-55.0;seed04=-50.4;seed05=-55.4;seed06=-59.4;seed07=-58.3;seed08=-48.6;seed09=-54.7;seed10=-48.4
C,orig,2e_K10,async,e2e_warm_us,10,-72.47,-72.7,-73.82,-71.17,-75.51,-69.53,10/10,robust,seed01=-75.5;seed02=-72.4;seed03=-73.0;seed04=-70.0;seed05=-73.0;seed06=-75.5;seed07=-74.8;seed08=-69.5;seed09=-70.7;seed10=-70.3
C,orig,2e_K10,async,first_query_us,10,-80.9,-81.13,-81.83,-79.99,-83.03,-78.97,10/10,robust,seed01=-83.0;seed02=-81.0;seed03=-81.3;seed04=-79.2;seed05=-81.4;seed06=-83.0;seed07=-82.5;seed08=-79.0;seed09=-79.6;seed10=-79.3
C,orig,2e_K10,pread,e2e_us,10,66.24,66.98,56.58,75.87,42.51,94.8,10/10,robust,seed01=42.5;seed02=61.0;seed03=72.0;seed04=79.3;seed05=62.0;seed06=46.1;seed07=50.4;seed08=94.8;seed09=73.7;seed10=80.7
C,orig,2e_K10,pread,e2e_warm_us,10,48.8,49.86,40.44,57.2,29.66,73.97,10/10,robust,seed01=30.4;seed02=45.7;seed03=54.1;seed04=59.5;seed05=44.1;seed06=29.7;seed07=33.9;seed08=74.0;seed09=57.6;seed10=59.0
C,orig,2e_K10,pread,first_query_us,10,-80.98,-81.04,-81.91,-80.08,-83.2,-78.83,10/10,robust,seed01=-83.1;seed02=-80.9;seed03=-81.5;seed04=-79.2;seed05=-81.2;seed06=-83.2;seed07=-82.4;seed08=-78.8;seed09=-79.8;seed10=-79.7
