seed,workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb
1,YCu,orig,2f_top28,pread,128,7,0,0.00,100.00,595.75,2573.43,173.00,2400.43,3169.18,2996.18,5.93,1120.00,1521.00,0.82,56948976
1,YCu,orig,2f_top28,async,128,7,0,0.00,100.00,567.88,277.60,173.60,104.00,845.48,671.88,6.22,1120.00,1521.00,0.83,56949184
1,YCu,orig,layers_5,pread,128,7,0,0.00,100.00,838.81,620.57,175.27,445.30,1459.38,1284.11,6.26,1125.00,1488.00,0.83,56949640
1,YCu,orig,layers_5,async,128,7,0,0.00,100.00,869.29,243.99,173.23,70.76,1113.28,940.05,6.25,1125.00,1488.00,0.83,56950480
1,YCu,orig,layers_92,pread,128,7,0,0.00,100.00,659.51,8175.86,173.18,8002.68,8835.37,8662.19,6.28,1114.00,1549.00,0.83,56938280
1,YCu,orig,layers_92,async,128,7,0,0.00,100.00,667.16,379.19,174.64,204.56,1046.35,871.72,6.24,1114.00,1547.00,0.83,56939060
1,YCu,orig,baseline,baseline,128,8,0,0.00,0.00,938.10,0.00,0.00,0.00,938.10,938.10,6.32,1124.00,1487.00,0.83,56938864
1,YCu,orig,2d,pread,128,8,0,0.00,100.00,662.11,8130.44,176.07,7954.37,8792.55,8616.48,6.28,1114.00,1549.00,0.83,56938256
1,YCu,orig,2d,async,128,8,0,0.00,100.00,596.88,373.98,174.67,199.31,970.86,796.19,5.88,1114.00,1546.00,0.83,56916308
1,YCu,orig,2e_K10,pread,128,8,0,0.00,100.00,661.26,9238.48,174.71,9063.78,9899.74,9725.04,6.17,1114.00,1557.00,0.85,56916048
1,YCu,orig,2e_K10,async,128,8,0,0.00,100.00,588.04,392.33,173.95,218.38,980.37,806.42,6.13,1114.00,1555.00,0.85,56915880
1,YCu,orig,2e_K500,pread,128,8,0,0.00,100.00,661.65,52717.27,174.08,52543.19,53378.92,53204.84,6.13,1104.00,1673.00,0.85,56916052
1,YCu,orig,2e_K500,async,128,8,0,0.00,100.00,665.44,1180.29,184.19,996.10,1845.73,1661.54,6.20,1110.00,1645.00,0.85,56916000
1,YCu,orig,2f_slru,pread,128,8,0,0.00,100.00,103.09,103485.00,171.98,103313.02,103588.09,103416.11,1.82,0.00,1653.00,0.85,56909096
1,YCu,orig,2f_slru,async,128,8,0,0.00,100.00,103.49,42315.76,172.50,42143.25,42419.25,42246.74,1.84,0.00,1653.00,0.85,56907952
1,YCu,orig,2f_top14,pread,128,8,0,0.00,100.00,819.38,1459.01,174.59,1284.42,2278.39,2103.80,5.96,1120.00,1503.00,0.85,56913112
1,YCu,orig,2f_top14,async,128,8,0,0.00,100.00,875.26,259.24,174.65,84.59,1134.50,959.85,6.26,1120.00,1503.00,0.85,56912644
1,YCu,orig,2f_top28,pread,128,8,0,0.00,100.00,562.53,2657.91,173.00,2484.92,3220.44,3047.45,5.80,1120.00,1521.00,0.85,56915160
1,YCu,orig,2f_top28,async,128,8,0,0.00,100.00,633.29,278.15,174.88,103.27,911.44,736.56,6.31,1120.00,1521.00,0.86,56915740
1,YCu,orig,layers_5,pread,128,8,0,0.00,100.00,838.65,615.87,174.86,441.01,1454.52,1279.66,6.23,1125.00,1488.00,0.86,56915400
1,YCu,orig,layers_5,async,128,8,0,0.00,100.00,830.76,246.64,175.27,71.37,1077.40,902.13,5.93,1125.00,1488.00,0.86,56916116
1,YCu,orig,layers_92,pread,128,8,0,0.00,100.00,596.78,8148.90,174.70,7974.20,8745.68,8570.98,6.13,1114.00,1548.00,0.86,56912836
1,YCu,orig,layers_92,async,128,8,0,0.00,100.00,657.61,375.24,174.32,200.92,1032.85,858.53,6.05,1114.00,1548.00,0.86,56909544
1,YCu,orig,baseline,baseline,128,9,0,0.00,0.00,906.91,0.00,0.00,0.00,906.91,906.91,6.31,1124.00,1487.00,0.86,56908176
1,YCu,orig,2d,pread,128,9,0,0.00,100.00,665.37,8160.34,177.28,7983.06,8825.71,8648.43,6.25,1114.00,1549.00,0.86,56914120
1,YCu,orig,2d,async,128,9,0,0.00,100.00,595.39,374.59,175.78,198.81,969.98,794.20,6.25,1114.00,1547.00,0.86,56915556
1,YCu,orig,2e_K10,pread,128,9,0,0.00,100.00,593.82,9097.53,175.04,8922.49,9691.35,9516.31,5.90,1114.00,1556.00,0.87,56915836
1,YCu,orig,2e_K10,async,128,9,0,0.00,100.00,590.20,421.37,174.36,247.01,1011.57,837.21,6.07,1114.00,1554.00,0.87,56915612
1,YCu,orig,2e_K500,pread,128,9,0,0.00,100.00,659.61,52400.10,174.11,52226.00,53059.71,52885.61,6.11,1104.00,1672.00,0.87,56915760
1,YCu,orig,2e_K500,async,128,9,0,0.00,100.00,593.06,1173.59,179.60,993.99,1766.65,1587.05,5.95,1110.00,1644.00,0.87,56917416
1,YCu,orig,2f_slru,pread,128,9,0,0.00,100.00,106.81,103539.12,174.51,103364.62,103645.93,103471.43,1.78,0.00,1653.00,0.87,56916840
1,YCu,orig,2f_slru,async,128,9,0,0.00,100.00,102.50,42252.74,187.44,42065.30,42355.24,42167.80,1.83,0.00,1653.00,0.87,56914108
1,YCu,orig,2f_top14,pread,128,9,0,0.00,100.00,851.72,1461.25,179.31,1281.94,2312.97,2133.66,6.28,1120.00,1503.00,0.87,56912176
1,YCu,orig,2f_top14,async,128,9,0,0.00,100.00,934.33,259.76,176.43,83.33,1194.09,1017.66,6.22,1120.00,1503.00,0.87,56913732
