seed,workload,db,strategy,arm,ra_kb,rep,warmup,cold_pct,delivery_pct,first_query_us,preproc_us,open_us,deliver_us,e2e_us,e2e_warm_us,avg_us,majflt,minflt,load,memavail_kb
1,YC,orig,layers_5,pread,128,7,0,0.00,100.00,1026.80,629.66,150.02,479.64,1656.46,1506.44,6.15,1121.00,1464.00,0.69,56963956
1,YC,orig,layers_5,async,128,7,0,0.00,100.00,1000.30,214.95,144.97,69.98,1215.25,1070.28,6.25,1122.00,1463.00,0.69,56964548
1,YC,orig,layers_92,pread,128,7,0,0.00,100.00,670.01,8297.50,144.66,8152.84,8967.51,8822.85,6.13,1126.00,1514.00,0.69,56964828
1,YC,orig,layers_92,async,128,7,0,0.00,100.00,662.50,339.24,140.61,198.62,1001.74,861.12,5.76,1127.00,1514.00,0.69,56964028
1,YC,orig,baseline,baseline,128,8,0,0.00,0.00,1018.23,0.00,0.00,0.00,1018.23,1018.23,5.92,1122.00,1462.00,0.69,56949940
1,YC,orig,2d,pread,128,8,0,0.00,100.00,605.50,8194.16,148.46,8045.70,8799.66,8651.20,6.06,1126.00,1515.00,0.69,56950416
1,YC,orig,2d,async,128,8,0,0.00,100.00,667.95,339.38,142.56,196.82,1007.33,864.77,6.06,1127.00,1513.00,0.69,56950444
1,YC,orig,2e_K10,pread,128,8,0,0.00,100.00,529.49,8867.61,139.92,8727.69,9397.10,9257.18,5.81,1125.00,1527.00,0.69,56951948
1,YC,orig,2e_K10,async,128,8,0,0.00,100.00,662.08,357.08,144.70,212.38,1019.16,874.46,6.23,1126.00,1524.00,0.72,56952188
1,YC,orig,2e_K500,pread,128,8,0,0.00,100.00,668.01,51808.53,141.60,51666.94,52476.54,52334.95,5.93,1126.00,1691.00,0.72,56951204
1,YC,orig,2e_K500,async,128,8,0,0.00,100.00,665.86,1159.81,142.92,1016.89,1825.67,1682.75,6.08,1131.00,1676.00,0.72,56952620
1,YC,orig,2f_slru,pread,128,8,0,0.00,100.00,120.32,98696.07,139.17,98556.90,98816.39,98677.22,1.75,0.00,1652.00,0.72,56952048
1,YC,orig,2f_slru,async,128,8,0,0.00,100.00,105.13,42286.31,142.70,42143.61,42391.44,42248.74,1.78,0.00,1652.00,0.72,56948804
1,YC,orig,2f_top14,pread,128,8,0,0.00,100.00,653.92,1421.27,141.69,1279.58,2075.19,1933.50,6.09,1121.00,1475.00,0.72,56971456
1,YC,orig,2f_top14,async,128,8,0,0.00,100.00,665.69,224.10,139.84,84.26,889.79,749.95,5.81,1121.00,1475.00,0.72,56964780
1,YC,orig,2f_top28,pread,128,8,0,0.00,100.00,665.37,2563.55,139.84,2423.70,3228.92,3089.07,6.11,1123.00,1489.00,0.72,56973596
1,YC,orig,2f_top28,async,128,8,0,0.00,100.00,669.05,249.11,143.46,105.65,918.16,774.70,6.10,1123.00,1489.00,0.72,56974220
1,YC,orig,layers_5,pread,128,8,0,0.00,100.00,1025.77,581.54,142.67,438.88,1607.31,1464.65,6.17,1121.00,1464.00,0.72,56976532
1,YC,orig,layers_5,async,128,8,0,0.00,100.00,993.92,211.78,142.20,69.58,1205.70,1063.50,6.19,1122.00,1463.00,0.74,56977660
1,YC,orig,layers_92,pread,128,8,0,0.00,100.00,528.42,8094.35,140.21,7954.14,8622.77,8482.56,5.77,1126.00,1515.00,0.74,56978932
1,YC,orig,layers_92,async,128,8,0,0.00,100.00,631.87,341.44,140.58,200.86,973.31,832.73,5.85,1127.00,1513.00,0.74,56976572
1,YC,orig,baseline,baseline,128,9,0,0.00,0.00,1055.27,0.00,0.00,0.00,1055.27,1055.27,6.11,1122.00,1462.00,0.74,56977264
1,YC,orig,2d,pread,128,9,0,0.00,100.00,664.32,8133.68,139.16,7994.51,8798.00,8658.83,6.12,1126.00,1513.00,0.74,56966452
1,YC,orig,2d,async,128,9,0,0.00,100.00,632.84,342.29,142.07,200.23,975.13,833.07,6.13,1127.00,1512.00,0.74,56966012
1,YC,orig,2e_K10,pread,128,9,0,0.00,100.00,666.42,8865.00,139.15,8725.85,9531.42,9392.27,5.78,1125.00,1529.00,0.74,56958324
1,YC,orig,2e_K10,async,128,9,0,0.00,100.00,633.80,358.68,142.63,216.06,992.48,849.86,6.26,1126.00,1525.00,0.74,56954996
1,YC,orig,2e_K500,pread,128,9,0,0.00,100.00,670.62,51818.04,141.61,51676.43,52488.66,52347.05,5.81,1126.00,1691.00,0.76,56954540
1,YC,orig,2e_K500,async,128,9,0,0.00,100.00,668.50,1144.72,141.32,1003.40,1813.22,1671.90,5.92,1131.00,1676.00,0.76,56954040
1,YC,orig,2f_slru,pread,128,9,0,0.00,100.00,120.48,103460.07,143.15,103316.92,103580.55,103437.40,1.74,0.00,1652.00,0.76,56953852
1,YC,orig,2f_slru,async,128,9,0,0.00,100.00,101.06,42148.94,140.88,42008.06,42250.00,42109.12,1.75,0.00,1652.00,0.76,56950028
1,YC,orig,2f_top14,pread,128,9,0,0.00,100.00,539.53,1416.09,142.80,1273.29,1955.62,1812.82,5.78,1121.00,1476.00,0.76,56954716
1,YC,orig,2f_top14,async,128,9,0,0.00,100.00,634.74,224.39,141.03,83.37,859.13,718.11,6.19,1121.00,1475.00,0.76,56954928
1,YC,orig,2f_top28,pread,128,9,0,0.00,100.00,667.46,2571.46,142.12,2429.35,3238.92,3096.81,6.07,1123.00,1489.00,0.76,56955288
1,YC,orig,2f_top28,async,128,9,0,0.00,100.00,633.44,248.30,145.28,103.01,881.74,736.45,6.03,1123.00,1489.00,0.76,56956252
1,YC,orig,layers_5,pread,128,9,0,0.00,100.00,993.40,582.20,144.35,437.85,1575.60,1431.25,6.14,1121.00,1464.00,0.76,56954868
1,YC,orig,layers_5,async,128,9,0,0.00,100.00,997.57,212.64,142.18,70.46,1210.21,1068.03,6.14,1122.00,1463.00,0.78,56955656
1,YC,orig,layers_92,pread,128,9,0,0.00,100.00,634.88,8122.39,143.04,7979.35,8757.27,8614.23,5.95,1126.00,1515.00,0.78,56956204
1,YC,orig,layers_92,async,128,9,0,0.00,100.00,666.73,341.52,142.10,199.43,1008.25,866.16,6.02,1127.00,1512.00,0.78,56955032
1,YC,orig,baseline,baseline,128,10,0,0.00,0.00,1031.38,0.00,0.00,0.00,1031.38,1031.38,6.19,1122.00,1462.00,0.78,56955248
