op_no,op_type,target_id,rows_returned,bytes_returned,elapsed_ns,majflt_delta,minflt_delta
97392,read,75496,1,100,2906,0,0
97393,read,11776,1,100,2524,0,0
97394,read,81426,1,100,2535,0,0
97395,read,57600,1,100,2534,0,0
97396,read,19085,1,100,2525,0,0
97397,read,62343,1,100,2514,0,0
97398,read,57876,1,100,2525,0,0
97399,read,23888,1,100,2584,0,0
97400,read,87790,1,100,2545,0,0
97401,read,27994,1,100,2534,0,0
97402,read,62355,1,100,2525,0,0
97403,read,56435,1,100,2514,0,0
97404,read,5596,1,100,2515,0,0
97405,read,55974,1,100,2534,0,0
97406,read,62978,1,100,2525,0,0
97407,read,98340,1,100,2524,0,0
97408,read,61118,1,100,2535,0,0
97409,read,37069,1,100,2565,0,0
97410,read,84353,1,100,2565,0,0
97411,read,77218,1,100,2524,0,0
97412,read,83658,1,100,2565,0,0
97413,read,88122,1,100,2534,0,0
97414,read,93615,1,100,2605,0,0
97415,read,85880,1,100,2555,0,0
97416,read,5730,1,100,2535,0,0
97417,read,23165,1,100,2505,0,0
97418,read,64120,1,100,2525,0,0
97419,read,51148,1,100,2514,0,0
97420,read,21952,1,100,2595,0,0
97421,read,52877,1,100,2515,0,0
97422,read,25492,1,100,2565,0,0
97423,read,20200,1,100,2555,0,0
97424,read,67491,1,100,2545,0,0
97425,read,62729,1,100,2535,0,0
97426,read,87030,1,100,2545,0,0
97427,read,85236,1,100,2495,0,0
97428,read,28354,1,100,2515,0,0
97429,read,65601,1,100,2615,0,0
97430,read,23627,1,100,2575,0,0
97431,read,32378,1,100,2635,0,0
97432,read,50122,1,100,2544,0,0
97433,read,96609,1,100,2545,0,0
97434,read,75499,1,100,2575,0,0
97435,read,49692,1,100,2575,0,0
97436,read,26521,1,100,2505,0,0
97437,read,8716,1,100,2585,0,0
97438,read,48372,1,100,2515,0,0
97439,read,62714,1,100,2645,0,0
97440,read,74759,1,100,2545,0,0
97441,read,12558,1,100,2564,0,0
97442,read,76747,1,100,2505,0,0
97443,read,91157,1,100,2514,0,0
97444,read,40728,1,100,2535,0,0
97445,read,12728,1,100,2534,0,0
97446,read,72420,1,100,2565,0,0
97447,read,17265,1,100,2564,0,0
97448,read,57550,1,100,2535,0,0
97449,read,63009,1,100,2544,0,0
97450,read,6430,1,100,2535,0,0
97451,read,29730,1,100,2514,0,0
97452,read,56694,1,100,2555,0,0
97453,read,90836,1,100,2534,0,0
97454,read,29672,1,100,2545,0,0
97455,read,47100,1,100,2514,0,0
97456,read,44112,1,100,2535,0,0
97457,read,95290,1,100,2524,0,0
97458,read,82955,1,100,2515,0,0
97459,read,25751,1,100,2544,0,0
97460,read,78,1,100,2515,0,0
97461,read,70589,1,100,2564,0,0
97462,read,4502,1,100,2555,0,0
97463,read,74358,1,100,2595,0,0
97464,read,4662,1,100,2555,0,0
97465,read,98316,1,100,2585,0,0
97466,read,83272,1,100,2514,0,0
97467,read,21191,1,100,2545,0,0
97468,read,91552,1,100,2554,0,0
97469,read,54456,1,100,2505,0,0
97470,read,84800,1,100,2555,0,0
97471,read,69681,1,100,2555,0,0
97472,read,81142,1,100,2534,0,0
97473,read,35029,1,100,2565,0,0
97474,read,59566,1,100,2524,0,0
97475,read,90799,1,100,2555,0,0
97476,read,96479,1,100,2554,0,0
97477,read,59477,1,100,2525,0,0
97478,read,82563,1,100,2795,0,0
97479,read,81597,1,100,2534,0,0
97480,read,17021,1,100,2585,0,0
97481,read,24777,1,100,2534,0,0
97482,read,98199,1,100,2545,0,0
97483,read,76436,1,100,2514,0,0
97484,read,75407,1,100,2555,0,0
97485,read,176,1,100,2544,0,0
97486,read,35954,1,100,2605,0,0
97487,read,94610,1,100,2534,0,0
97488,read,67773,1,100,2535,0,0
97489,read,43600,1,100,2534,0,0
97490,read,86127,1,100,2505,0,0
97491,read,21841,1,100,2514,0,0
97492,read,65142,1,100,2535,0,0
97493,read,30620,1,100,2594,0,0
97494,read,43895,1,100,2515,0,0
97495,read,94032,1,100,2575,0,0
97496,read,14057,1,100,2595,0,0
97497,read,61906,1,100,2605,0,0
97498,read,22119,1,100,2565,0,0
97499,read,87778,1,100,2545,0,0
97500,read,39462,1,100,2525,0,0
97501,read,21215,1,100,2635,0,0
97502,read,40826,1,100,2525,0,0
97503,read,12388,1,100,2565,0,0
97504,read,69623,1,100,2525,0,0
97505,read,22819,1,100,2565,0,0
97506,read,65979,1,100,2635,0,0
97507,read,3156,1,100,2534,0,0
97508,read,20619,1,100,2515,0,0
97509,read,41106,1,100,2524,0,0
97510,read,65021,1,100,2485,0,0
97511,read,59475,1,100,2524,0,0
97512,read,68926,1,100,2585,0,0
97513,read,11148,1,100,2524,0,0
97514,read,1938,1,100,2555,0,0
97515,read,87650,1,100,2524,0,0
97516,read,47973,1,100,2535,0,0
97517,read,35110,1,100,2595,0,0
97518,read,24328,1,100,2525,0,0
97519,read,73429,1,100,2565,0,0
97520,read,95264,1,100,2545,0,0
97521,read,51475,1,100,2605,0,0
97522,read,44363,1,100,2525,0,0
97523,read,25330,1,100,2545,0,0
97524,read,54332,1,100,2655,0,0
97525,read,58568,1,100,2525,0,0
97526,read,47889,1,100,2554,0,0
97527,read,67376,1,100,2555,0,0
97528,read,70713,1,100,2534,0,0
97529,read,84884,1,100,2535,0,0
97530,read,69680,1,100,2494,0,0
97531,read,13428,1,100,2565,0,0
97532,read,84784,1,100,2544,0,0
97533,read,23198,1,100,2535,0,0
97534,read,96886,1,100,2524,0,0
97535,read,9180,1,100,2525,0,0
97536,read,24571,1,100,2655,0,0
97537,read,68660,1,100,2535,0,0
97538,read,65762,1,100,2585,0,0
97539,read,2260,1,100,2525,0,0
97540,read,96345,1,100,2525,0,0
97541,read,18478,1,100,2635,0,0
97542,read,32736,1,100,2515,0,0
97543,read,1227,1,100,2505,0,0
97544,read,50976,1,100,2555,0,0
97545,read,45966,1,100,2505,0,0
97546,read,92215,1,100,2545,0,0
97547,read,95206,1,100,2515,0,0
97548,read,95350,1,100,2525,0,0
97549,read,72365,1,100,2505,0,0
97550,read,70235,1,100,2535,0,0
97551,read,63977,1,100,2525,0,0
97552,read,58001,1,100,2565,0,0
97553,read,65935,1,100,2535,0,0
97554,read,44704,1,100,2535,0,0
97555,read,40041,1,100,2525,0,0
97556,read,13372,1,100,2535,0,0
97557,read,25097,1,100,2535,0,0
97558,read,85497,1,100,2525,0,0
97559,read,18481,1,100,2545,0,0
97560,read,20503,1,100,2525,0,0
97561,read,34871,1,100,2555,0,0
97562,read,47841,1,100,2565,0,0
97563,read,67038,1,100,2555,0,0
97564,read,76351,1,100,2585,0,0
97565,read,40309,1,100,2544,0,0
97566,read,2175,1,100,2515,0,0
97567,read,8342,1,100,2555,0,0
97568,read,59585,1,100,2605,0,0
97569,read,44491,1,100,2504,0,0
97570,read,54927,1,100,2545,0,0
97571,read,13174,1,100,2504,0,0
97572,read,11035,1,100,2555,0,0
97573,read,3716,1,100,2625,0,0
97574,read,30432,1,100,2555,0,0
97575,read,93004,1,100,2555,0,0
97576,read,41915,1,100,2535,0,0
97577,read,39950,1,100,2575,0,0
97578,read,40209,1,100,2485,0,0
97579,read,45092,1,100,2605,0,0
97580,read,10839,1,100,2515,0,0
97581,read,37178,1,100,2545,0,0
97582,read,61718,1,100,2555,0,0
97583,read,99064,1,100,2555,0,0
97584,read,76187,1,100,2555,0,0
97585,read,79271,1,100,2545,0,0
97586,read,18605,1,100,2564,0,0
97587,read,4837,1,100,2535,0,0
97588,read,35223,1,100,2524,0,0
97589,read,88160,1,100,2545,0,0
97590,read,61903,1,100,2544,0,0
97591,read,14105,1,100,2545,0,0
97592,read,42856,1,100,2534,0,0
97593,read,1544,1,100,2515,0,0
97594,read,63386,1,100,2564,0,0
97595,read,31160,1,100,2525,0,0
97596,read,88673,1,100,2544,0,0
97597,read,75482,1,100,2495,0,0
97598,read,62712,1,100,2504,0,0
97599,read,10557,1,100,2525,0,0
97600,read,61702,1,100,2545,0,0
97601,read,89910,1,100,2525,0,0
97602,read,13811,1,100,2525,0,0
97603,read,91042,1,100,2525,0,0
97604,read,55901,1,100,2565,0,0
97605,read,31435,1,100,2515,0,0
97606,read,41032,1,100,2525,0,0
97607,read,71494,1,100,2555,0,0
97608,read,51401,1,100,2515,0,0
97609,read,32948,1,100,3026,0,0
97610,read,39053,1,100,2505,0,0
97611,read,9621,1,100,2565,0,0
97612,read,31754,1,100,4058,0,0
97613,read,24531,1,100,2534,0,0
97614,read,39830,1,100,2575,0,0
97615,read,15414,1,100,2545,0,0
97616,read,707,1,100,2545,0,0
97617,read,2359,1,100,2775,0,0
97618,read,28601,1,100,2695,0,0
97619,read,95898,1,100,2544,0,0
97620,read,39789,1,100,2535,0,0
97621,read,32283,1,100,2504,0,0
97622,read,70358,1,100,2575,0,0
97623,read,84816,1,100,2575,0,0
97624,read,12016,1,100,2565,0,0
97625,read,74070,1,100,2535,0,0
97626,read,97580,1,100,2535,0,0
97627,read,70975,1,100,2595,0,0
97628,read,38175,1,100,2575,0,0
97629,read,28634,1,100,2605,0,0
97630,read,47054,1,100,2554,0,0
97631,read,36187,1,100,2545,0,0
97632,read,39654,1,100,2504,0,0
97633,read,94598,1,100,2565,0,0
97634,read,49534,1,100,2574,0,0
97635,read,16250,1,100,2575,0,0
97636,read,31099,1,100,2535,0,0
97637,read,67065,1,100,2535,0,0
97638,read,90995,1,100,2535,0,0
97639,read,75068,1,100,2505,0,0
97640,read,85340,1,100,2585,0,0
97641,read,49126,1,100,2595,0,0
97642,read,61136,1,100,2515,0,0
97643,read,85102,1,100,2555,0,0
97644,read,77339,1,100,2635,0,0
97645,read,67815,1,100,2504,0,0
97646,read,70421,1,100,2495,0,0
97647,read,6578,1,100,2545,0,0
97648,read,70590,1,100,2545,0,0
97649,read,90451,1,100,2545,0,0
97650,read,17098,1,100,2555,0,0
97651,read,66443,1,100,2494,0,0
97652,read,92614,1,100,2505,0,0
97653,read,22404,1,100,2555,0,0
97654,read,34489,1,100,2555,0,0
97655,read,42713,1,100,2505,0,0
97656,read,37735,1,100,2545,0,0
97657,read,48603,1,100,2525,0,0
97658,read,2360,1,100,2535,0,0
97659,read,6147,1,100,2545,0,0
97660,read,74405,1,100,2565,0,0
97661,read,20007,1,100,2535,0,0
97662,read,60200,1,100,2615,0,0
97663,read,83639,1,100,2564,0,0
97664,read,16627,1,100,2565,0,0
97665,read,63883,1,100,2595,0,0
97666,read,57807,1,100,2515,0,0
97667,read,8672,1,100,2565,0,0
97668,read,88806,1,100,2505,0,0
97669,read,18289,1,100,2544,0,0
97670,read,82383,1,100,2585,0,0
97671,read,96545,1,100,2495,0,0
97672,read,64638,1,100,2525,0,0
97673,read,89816,1,100,2534,0,0
97674,read,64316,1,100,2515,0,0
97675,read,98431,1,100,2554,0,0
97676,read,33847,1,100,2535,0,0
97677,read,76014,1,100,2484,0,0
97678,read,60319,1,100,2535,0,0
97679,read,99803,1,100,2514,0,0
97680,read,10834,1,100,2515,0,0
97681,read,51306,1,100,2524,0,0
97682,read,44759,1,100,2565,0,0
97683,read,30168,1,100,2634,0,0
97684,read,60285,1,100,2535,0,0
97685,read,64615,1,100,2494,0,0
97686,read,67749,1,100,2515,0,0
97687,read,5460,1,100,2524,0,0
97688,read,60290,1,100,2505,0,0
97689,read,65016,1,100,2534,0,0
97690,read,61311,1,100,2555,0,0
97691,read,90736,1,100,2534,0,0
97692,read,53913,1,100,2565,0,0
97693,read,99059,1,100,2564,0,0
97694,read,56401,1,100,2545,0,0
97695,read,28174,1,100,2514,0,0
97696,read,44068,1,100,2535,0,0
97697,read,25530,1,100,2575,0,0
97698,read,40115,1,100,2525,0,0
97699,read,45751,1,100,2494,0,0
97700,read,15436,1,100,2525,0,0
97701,read,43504,1,100,2504,0,0
97702,read,50491,1,100,2515,0,0
97703,read,2831,1,100,2584,0,0
97704,read,20756,1,100,2565,0,0
97705,read,27166,1,100,2855,0,0
97706,read,35920,1,100,2625,0,0
97707,read,75810,1,100,2545,0,0
97708,read,10863,1,100,2535,0,0
97709,read,7297,1,100,2535,0,0
97710,read,76650,1,100,2485,0,0
97711,read,58485,1,100,2525,0,0
97712,read,5901,1,100,2515,0,0
97713,read,94976,1,100,2525,0,0
97714,read,88491,1,100,2545,0,0
97715,read,63364,1,100,2525,0,0
97716,read,70539,1,100,2555,0,0
97717,read,22732,1,100,2535,0,0
97718,read,83027,1,100,2555,0,0
97719,read,61836,1,100,2535,0,0
97720,read,81236,1,100,2525,0,0
97721,read,234,1,100,2555,0,0
97722,read,26738,1,100,2525,0,0
97723,read,24804,1,100,2535,0,0
97724,read,46644,1,100,2515,0,0
97725,read,29202,1,100,2525,0,0
97726,read,50608,1,100,2685,0,0
97727,read,17965,1,100,2524,0,0
97728,read,54660,1,100,2525,0,0
97729,read,51462,1,100,2494,0,0
97730,read,48044,1,100,2515,0,0
97731,read,69894,1,100,2575,0,0
97732,read,52907,1,100,2605,0,0
97733,read,59349,1,100,2534,0,0
97734,read,606,1,100,2595,0,0
97735,read,60631,1,100,2524,0,0
97736,read,21387,1,100,2535,0,0
97737,read,10055,1,100,2575,0,0
97738,read,61054,1,100,2495,0,0
97739,read,69987,1,100,2524,0,0
97740,read,58017,1,100,2525,0,0
97741,read,44948,1,100,2494,0,0
97742,read,47636,1,100,2535,0,0
97743,read,19152,1,100,2544,0,0
97744,read,83877,1,100,2505,0,0
97745,read,93773,1,100,2504,0,0
97746,read,9506,1,100,2525,0,0
97747,read,94346,1,100,2525,0,0
97748,read,47499,1,100,2525,0,0
97749,read,46489,1,100,2595,0,0
97750,read,41404,1,100,2535,0,0
97751,read,9554,1,100,2554,0,0
97752,read,99074,1,100,2585,0,0
97753,read,49278,1,100,2534,0,0
97754,read,82629,1,100,2525,0,0
97755,read,51062,1,100,2544,0,0
97756,read,73772,1,100,2575,0,0
97757,read,48766,1,100,2494,0,0
97758,read,88671,1,100,2525,0,0
97759,read,77395,1,100,2544,0,0
97760,read,26620,1,100,2515,0,0
97761,read,79771,1,100,2565,0,0
97762,read,8907,1,100,2495,0,0
97763,read,12723,1,100,2504,0,0
97764,read,87195,1,100,2495,0,0
97765,read,45837,1,100,2535,0,0
97766,read,36216,1,100,2545,0,0
97767,read,81291,1,100,2565,0,0
97768,read,61786,1,100,2755,0,0
97769,read,91579,1,100,2525,0,0
97770,read,50988,1,100,2505,0,0
97771,read,32736,1,100,2505,0,0
97772,read,45145,1,100,2585,0,0
97773,read,96039,1,100,2505,0,0
97774,read,34226,1,100,2605,0,0
97775,read,42646,1,100,2545,0,0
97776,read,84311,1,100,2524,0,0
97777,read,54723,1,100,2505,0,0
97778,read,38732,1,100,2615,0,0
97779,read,56941,1,100,2535,0,0
97780,read,53630,1,100,2584,0,0
97781,read,95506,1,100,2675,0,0
97782,read,84216,1,100,2605,0,0
97783,read,41085,1,100,2504,0,0
97784,read,8309,1,100,2535,0,0
97785,read,31524,1,100,2524,0,0
97786,read,15912,1,100,2525,0,0
97787,read,38775,1,100,2575,0,0
97788,read,96451,1,100,2545,0,0
97789,read,14041,1,100,2594,0,0
97790,read,94539,1,100,2535,0,0
97791,read,78818,1,100,2554,0,0
97792,read,84917,1,100,2525,0,0
97793,read,77613,1,100,2565,0,0
97794,read,50588,1,100,2515,0,0
97795,read,8881,1,100,2555,0,0
97796,read,23789,1,100,2615,0,0
97797,read,83032,1,100,2565,0,0
97798,read,21371,1,100,2525,0,0
97799,read,48908,1,100,2515,0,0
97800,read,37107,1,100,2515,0,0
97801,read,75950,1,100,2565,0,0
97802,read,10920,1,100,2635,0,0
97803,read,82173,1,100,2545,0,0
97804,read,27095,1,100,2534,0,0
97805,read,55847,1,100,2545,0,0
97806,read,55231,1,100,2554,0,0
97807,read,87453,1,100,2535,0,0
97808,read,48952,1,100,2544,0,0
97809,read,14353,1,100,2585,0,0
97810,read,57350,1,100,2505,0,0
97811,read,75993,1,100,2545,0,0
97812,read,10344,1,100,2815,0,0
97813,read,16489,1,100,2565,0,0
97814,read,47398,1,100,2535,0,0
97815,read,83363,1,100,2545,0,0
97816,read,4835,1,100,2525,0,0
97817,read,78514,1,100,2605,0,0
97818,read,37028,1,100,2494,0,0
97819,read,12915,1,100,2535,0,0
97820,read,90402,1,100,2495,0,0
97821,read,46435,1,100,2545,0,0
97822,read,48749,1,100,2495,0,0
97823,read,82259,1,100,2535,0,0
97824,read,58823,1,100,2585,0,0
97825,read,5155,1,100,2565,0,0
97826,read,68643,1,100,2525,0,0
97827,read,88441,1,100,2585,0,0
97828,read,96820,1,100,2575,0,0
97829,read,11050,1,100,2545,0,0
97830,read,29366,1,100,2524,0,0
97831,read,34318,1,100,2505,0,0
97832,read,14479,1,100,2564,0,0
97833,read,69351,1,100,2545,0,0
97834,read,45911,1,100,2524,0,0
97835,read,46912,1,100,2515,0,0
97836,read,54351,1,100,2554,0,0
97837,read,85638,1,100,2585,0,0
97838,read,61501,1,100,2504,0,0
97839,read,89509,1,100,2565,0,0
97840,read,32205,1,100,2544,0,0
97841,read,85609,1,100,2615,0,0
97842,read,15825,1,100,2545,0,0
97843,read,63690,1,100,2545,0,0
97844,read,87159,1,100,2545,0,0
97845,read,5697,1,100,2505,0,0
97846,read,50791,1,100,2505,0,0
97847,read,12924,1,100,2525,0,0
97848,read,89776,1,100,2565,0,0
97849,read,28435,1,100,2515,0,0
97850,read,16169,1,100,2545,0,0
97851,read,2472,1,100,2545,0,0
97852,read,82368,1,100,2555,0,0
97853,read,68613,1,100,2535,0,0
97854,read,6631,1,100,2585,0,0
97855,read,24713,1,100,2545,0,0
97856,read,77120,1,100,2575,0,0
97857,read,28684,1,100,2545,0,0
97858,read,77337,1,100,2495,0,0
97859,read,12344,1,100,2605,0,0
97860,read,2552,1,100,2605,0,0
97861,read,72259,1,100,2534,0,0
97862,read,39157,1,100,2525,0,0
97863,read,17834,1,100,2534,0,0
97864,read,33620,1,100,2505,0,0
97865,read,35676,1,100,2534,0,0
97866,read,89423,1,100,2495,0,0
97867,read,85570,1,100,2565,0,0
97868,read,10879,1,100,2485,0,0
97869,read,64766,1,100,2515,0,0
97870,read,95378,1,100,2535,0,0
97871,read,81712,1,100,2545,0,0
97872,read,20255,1,100,2555,0,0
97873,read,93630,1,100,2525,0,0
97874,read,77717,1,100,2545,0,0
97875,read,53123,1,100,2555,0,0
97876,read,93842,1,100,2515,0,0
97877,read,73000,1,100,2515,0,0
97878,read,81716,1,100,2485,0,0
97879,read,84493,1,100,2515,0,0
97880,read,58504,1,100,2525,0,0
97881,read,19066,1,100,2595,0,0
97882,read,19360,1,100,2545,0,0
97883,read,98972,1,100,2595,0,0
97884,read,95595,1,100,2584,0,0
97885,read,1966,1,100,2525,0,0
97886,read,38297,1,100,2534,0,0
97887,read,27714,1,100,2575,0,0
97888,read,92954,1,100,2605,0,0
97889,read,90442,1,100,2525,0,0
97890,read,89037,1,100,2515,0,0
97891,read,30666,1,100,2495,0,0
97892,read,53336,1,100,2484,0,0
97893,read,44151,1,100,2585,0,0
97894,read,30976,1,100,2514,0,0
97895,read,9026,1,100,2535,0,0
97896,read,31867,1,100,2595,0,0
97897,read,99901,1,100,2545,0,0
97898,read,45010,1,100,2535,0,0
97899,read,42271,1,100,2515,0,0
97900,read,70012,1,100,2514,0,0
97901,read,59482,1,100,2495,0,0
97902,read,49520,1,100,2474,0,0
97903,read,11224,1,100,2515,0,0
97904,read,41844,1,100,2585,0,0
97905,read,63393,1,100,2505,0,0
97906,read,22578,1,100,2504,0,0
97907,read,12741,1,100,2515,0,0
97908,read,35248,1,100,2565,0,0
97909,read,16259,1,100,2515,0,0
97910,read,25448,1,100,2545,0,0
97911,read,59089,1,100,2525,0,0
97912,read,15686,1,100,2555,0,0
97913,read,64373,1,100,2605,0,0
97914,read,60384,1,100,2514,0,0
97915,read,69838,1,100,2635,0,0
97916,read,56494,1,100,2514,0,0
97917,read,84141,1,100,2525,0,0
97918,read,52689,1,100,2564,0,0
97919,read,9989,1,100,2545,0,0
97920,read,87061,1,100,2514,0,0
97921,read,83267,1,100,2545,0,0
97922,read,14884,1,100,2544,0,0
97923,read,90405,1,100,2515,0,0
97924,read,46254,1,100,2524,0,0
97925,read,98154,1,100,2535,0,0
97926,read,83442,1,100,2594,0,0
97927,read,19324,1,100,2535,0,0
97928,read,97218,1,100,2605,0,0
97929,read,42984,1,100,2505,0,0
97930,read,32081,1,100,2545,0,0
97931,read,15254,1,100,2505,0,0
97932,read,21103,1,100,2615,0,0
97933,read,13316,1,100,2505,0,0
97934,read,33150,1,100,2535,0,0
97935,read,96280,1,100,2525,0,0
97936,read,31112,1,100,2495,0,0
97937,read,42684,1,100,2455,0,0
97938,read,38456,1,100,2514,0,0
97939,read,53509,1,100,2515,0,0
97940,read,89158,1,100,2554,0,0
97941,read,71186,1,100,2495,0,0
97942,read,98260,1,100,2535,0,0
97943,read,24150,1,100,2535,0,0
97944,read,37202,1,100,2525,0,0
97945,read,82403,1,100,2525,0,0
97946,read,1632,1,100,2555,0,0
97947,read,70720,1,100,2895,0,0
97948,read,95970,1,100,2505,0,0
97949,read,48544,1,100,2494,0,0
97950,read,22295,1,100,4078,0,0
97951,read,72820,1,100,2565,0,0
97952,read,18835,1,100,2535,0,0
97953,read,6804,1,100,2584,0,0
97954,read,88262,1,100,2555,0,0
97955,read,18440,1,100,2524,0,0
97956,read,94251,1,100,2535,0,0
97957,read,81208,1,100,2645,0,0
97958,read,27532,1,100,2535,0,0
97959,read,17357,1,100,2545,0,0
97960,read,65579,1,100,2535,0,0
97961,read,49638,1,100,2585,0,0
97962,read,80510,1,100,2505,0,0
97963,read,69441,1,100,2505,0,0
97964,read,58491,1,100,2505,0,0
97965,read,42743,1,100,2545,0,0
97966,read,36328,1,100,2565,0,0
97967,read,22960,1,100,2635,0,0
97968,read,99739,1,100,2554,0,0
97969,read,84980,1,100,2505,0,0
97970,read,2734,1,100,2514,0,0
97971,read,95381,1,100,2485,0,0
97972,read,66433,1,100,2525,0,0
97973,read,21307,1,100,2555,0,0
97974,read,11635,1,100,2535,0,0
97975,read,78397,1,100,2505,0,0
97976,read,29427,1,100,2505,0,0
97977,read,5646,1,100,2585,0,0
97978,read,65361,1,100,2525,0,0
97979,read,65390,1,100,2485,0,0
97980,read,7923,1,100,2575,0,0
97981,read,34574,1,100,2535,0,0
97982,read,93429,1,100,2525,0,0
97983,read,6367,1,100,2535,0,0
97984,read,10655,1,100,2505,0,0
97985,read,85242,1,100,2514,0,0
97986,read,66869,1,100,2535,0,0
97987,read,87974,1,100,2524,0,0
97988,read,75972,1,100,2555,0,0
97989,read,59679,1,100,2555,0,0
97990,read,78087,1,100,2555,0,0
97991,read,28861,1,100,2545,0,0
97992,read,40020,1,100,2535,0,0
97993,read,14649,1,100,2555,0,0
97994,read,79306,1,100,2545,0,0
97995,read,3761,1,100,2545,0,0
97996,read,6312,1,100,2525,0,0
97997,read,51839,1,100,2505,0,0
97998,read,80228,1,100,2555,0,0
97999,read,65870,1,100,2525,0,0
98000,read,77048,1,100,2545,0,0
98001,read,25379,1,100,2555,0,0
98002,read,69699,1,100,2545,0,0
98003,read,69691,1,100,2485,0,0
98004,read,34447,1,100,2655,0,0
98005,read,80599,1,100,2535,0,0
98006,read,7505,1,100,2535,0,0
98007,read,19848,1,100,2505,0,0
98008,read,35716,1,100,2595,0,0
98009,read,38420,1,100,2565,0,0
98010,read,97425,1,100,2555,0,0
98011,read,62458,1,100,2524,0,0
98012,read,8971,1,100,2505,0,0
98013,read,58344,1,100,2545,0,0
98014,read,51412,1,100,2555,0,0
98015,read,37170,1,100,2505,0,0
98016,read,82256,1,100,2535,0,0
98017,read,56844,1,100,2535,0,0
98018,read,20589,1,100,2585,0,0
98019,read,21219,1,100,2525,0,0
98020,read,80854,1,100,2515,0,0
98021,read,66919,1,100,2645,0,0
98022,read,82140,1,100,2575,0,0
98023,read,67421,1,100,2534,0,0
98024,read,6410,1,100,2525,0,0
98025,read,6049,1,100,2514,0,0
98026,read,25451,1,100,2525,0,0
98027,read,88352,1,100,2544,0,0
98028,read,31357,1,100,2565,0,0
98029,read,13799,1,100,2555,0,0
98030,read,66740,1,100,2515,0,0
98031,read,69926,1,100,2504,0,0
98032,read,19362,1,100,2545,0,0
98033,read,35390,1,100,2524,0,0
98034,read,48942,1,100,2505,0,0
98035,read,55619,1,100,2564,0,0
98036,read,72931,1,100,2555,0,0
98037,read,28147,1,100,2565,0,0
98038,read,90495,1,100,2535,0,0
98039,read,40322,1,100,2545,0,0
98040,read,90023,1,100,2515,0,0
98041,read,42539,1,100,2555,0,0
98042,read,54389,1,100,2545,0,0
98043,read,92683,1,100,2595,0,0
98044,read,87050,1,100,2565,0,0
98045,read,72474,1,100,2525,0,0
98046,read,3074,1,100,2575,0,0
98047,read,88916,1,100,2515,0,0
98048,read,76451,1,100,2545,0,0
98049,read,70042,1,100,2555,0,0
98050,read,38468,1,100,2535,0,0
98051,read,5769,1,100,2525,0,0
98052,read,94626,1,100,2575,0,0
98053,read,49920,1,100,2525,0,0
98054,read,24497,1,100,2705,0,0
98055,read,47906,1,100,2505,0,0
98056,read,97034,1,100,2545,0,0
98057,read,33056,1,100,2555,0,0
98058,read,27434,1,100,2545,0,0
98059,read,81065,1,100,2575,0,0
98060,read,40217,1,100,2545,0,0
98061,read,54777,1,100,2635,0,0
98062,read,62093,1,100,2555,0,0
98063,read,18329,1,100,2595,0,0
98064,read,36560,1,100,2525,0,0
98065,read,74785,1,100,2545,0,0
98066,read,92010,1,100,2545,0,0
98067,read,44952,1,100,2484,0,0
98068,read,21914,1,100,2555,0,0
98069,read,40108,1,100,2544,0,0
98070,read,69219,1,100,2525,0,0
98071,read,91616,1,100,2504,0,0
98072,read,45187,1,100,2535,0,0
98073,read,22070,1,100,2534,0,0
98074,read,59331,1,100,2545,0,0
98075,read,52601,1,100,2544,0,0
98076,read,26037,1,100,2545,0,0
98077,read,61025,1,100,2665,0,0
98078,read,46950,1,100,2555,0,0
98079,read,269,1,100,2565,0,0
98080,read,3416,1,100,2645,0,0
98081,read,71544,1,100,2545,0,0
98082,read,34890,1,100,2524,0,0
98083,read,68277,1,100,2545,0,0
98084,read,12660,1,100,2545,0,0
98085,read,83051,1,100,2545,0,0
98086,read,46892,1,100,2504,0,0
98087,read,70227,1,100,2495,0,0
98088,read,11583,1,100,2605,0,0
98089,read,11675,1,100,2545,0,0
98090,read,62987,1,100,2565,0,0
98091,read,6718,1,100,2535,0,0
98092,read,11802,1,100,2555,0,0
98093,read,46423,1,100,2595,0,0
98094,read,6232,1,100,2545,0,0
98095,read,58508,1,100,2545,0,0
98096,read,19841,1,100,2535,0,0
98097,read,99564,1,100,2575,0,0
98098,read,17531,1,100,2585,0,0
98099,read,4469,1,100,2534,0,0
98100,read,83259,1,100,2535,0,0
98101,read,63898,1,100,2484,0,0
98102,read,99188,1,100,2525,0,0
98103,read,16943,1,100,2574,0,0
98104,read,90549,1,100,2475,0,0
98105,read,44492,1,100,2515,0,0
98106,read,21136,1,100,2535,0,0
98107,read,55490,1,100,2525,0,0
98108,read,97360,1,100,2535,0,0
98109,read,16493,1,100,2605,0,0
98110,read,31214,1,100,2525,0,0
98111,read,45805,1,100,2524,0,0
98112,read,80575,1,100,2525,0,0
98113,read,90379,1,100,2495,0,0
98114,read,87472,1,100,2525,0,0
98115,read,87507,1,100,2485,0,0
98116,read,99968,1,100,2545,0,0
98117,read,31400,1,100,2535,0,0
98118,read,96835,1,100,2535,0,0
98119,read,94003,1,100,2555,0,0
98120,read,83152,1,100,2535,0,0
98121,read,76568,1,100,2535,0,0
98122,read,88388,1,100,2515,0,0
98123,read,13640,1,100,2555,0,0
98124,read,76287,1,100,2505,0,0
98125,read,64758,1,100,2525,0,0
